timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, DELIVERY_BIMANUAL
1.6461449097264942e+18,frame_375.jpeg,5464.0,-5175.0,-3800.0,1
1.6461449097933965e+18,frame_376.jpeg,4466.0,-4882.0,-1975.0,1
1.6461449098265917e+18,frame_377.jpeg,2252.0,-5469.0,412.0,1
1.6461449098758543e+18,frame_378.jpeg,2170.0,-2955.0,873.0,1
1.6461449099293476e+18,frame_379.jpeg,-567.0,-2519.0,-163.0,1
1.6461449099762941e+18,frame_380.jpeg,-1945.0,-1504.0,-3682.0,1
1.6461449100275922e+18,frame_381.jpeg,-2212.0,-2062.0,-5491.0,1
1.6461449100799094e+18,frame_382.jpeg,-2307.0,-1270.0,-6561.0,1
1.6461449101263683e+18,frame_383.jpeg,-3026.0,-1492.0,-6312.0,1
1.6461449101811205e+18,frame_384.jpeg,-3120.0,-1440.0,-7859.0,1
1.6461449102253184e+18,frame_385.jpeg,-4300.0,-426.0,-7214.0,1
1.6461449102807183e+18,frame_386.jpeg,-1910.0,-630.0,-7735.0,1
1.6461449103247726e+18,frame_387.jpeg,-1114.0,1497.0,-9499.0,1
1.646144910376481e+18,frame_388.jpeg,-1386.0,163.0,-7599.0,1
1.6461449104294036e+18,frame_389.jpeg,-1362.0,641.0,-8479.0,1
1.646144910476355e+18,frame_390.jpeg,-2131.0,19.0,-7718.0,1
1.6461449105254454e+18,frame_391.jpeg,-1773.0,136.0,-7598.0,1
1.6461449105810703e+18,frame_392.jpeg,-1764.0,515.0,-8465.0,1
1.646144910624877e+18,frame_393.jpeg,-1608.0,282.0,-7929.0,1
1.6461449106760893e+18,frame_394.jpeg,-2063.0,440.0,-7745.0,1
1.646144910724993e+18,frame_395.jpeg,-972.0,47.0,-7455.0,1
1.646144910775821e+18,frame_396.jpeg,-1456.0,185.0,-7805.0,1
1.6461449108250826e+18,frame_397.jpeg,-1447.0,931.0,-8683.0,1
1.6461449108803704e+18,frame_398.jpeg,-835.0,483.0,-7381.0,1
1.6461449109151898e+18,frame_399.jpeg,-304.0,242.0,-7777.0,1
1.6461449109764385e+18,frame_400.jpeg,-787.0,-9.0,-8426.0,1
1.646144911024999e+18,frame_401.jpeg,194.0,-296.0,-7625.0,1
1.646144911082792e+18,frame_402.jpeg,-51.0,39.0,-8324.0,1
1.646144911124282e+18,frame_403.jpeg,-133.0,-62.0,-8205.0,1
1.6461449111803937e+18,frame_404.jpeg,-315.0,-444.0,-7712.0,1
1.64614491122536e+18,frame_405.jpeg,-113.0,-338.0,-7687.0,1
1.6461449112744556e+18,frame_406.jpeg,254.0,-590.0,-8007.0,1
1.6461449113287882e+18,frame_407.jpeg,141.0,-511.0,-8702.0,1
1.6461449113779786e+18,frame_408.jpeg,1399.0,-1659.0,-7739.0,1
1.6461449114276716e+18,frame_409.jpeg,838.0,-2182.0,-7713.0,1
1.646144911480122e+18,frame_410.jpeg,1798.0,-2946.0,-7033.0,1
1.6461449115289244e+18,frame_411.jpeg,1336.0,-3164.0,-6541.0,1
1.64614491157872e+18,frame_412.jpeg,2803.0,-2449.0,-7216.0,1
1.6461449116278687e+18,frame_413.jpeg,2638.0,-2257.0,-7397.0,1
1.6461449116799754e+18,frame_414.jpeg,1453.0,-2988.0,-6806.0,1
1.6461449117305823e+18,frame_415.jpeg,2978.0,-3006.0,-6872.0,1
1.6461449117749138e+18,frame_416.jpeg,3555.0,-3350.0,-7086.0,1
1.6461449118313649e+18,frame_417.jpeg,4492.0,-3439.0,-5734.0,1
1.6461449118791798e+18,frame_418.jpeg,4777.0,-3445.0,-6788.0,1
1.6461449119289244e+18,frame_419.jpeg,4587.0,-3763.0,-4717.0,1
1.6461449119768005e+18,frame_420.jpeg,4955.0,-3365.0,-5342.0,1
1.646144912028632e+18,frame_421.jpeg,5132.0,-3426.0,-4106.0,1
1.646144912079233e+18,frame_422.jpeg,4497.0,-4159.0,-2240.0,1
1.6461449121304212e+18,frame_423.jpeg,5382.0,-3981.0,-1521.0,1
1.646144912179207e+18,frame_424.jpeg,5542.0,-3811.0,-980.0,1
1.6461449122280343e+18,frame_425.jpeg,5715.0,-3547.0,-150.0,1
1.6461449122790372e+18,frame_426.jpeg,5403.0,-3521.0,867.0,1
1.6461449123291172e+18,frame_427.jpeg,6758.0,-3142.0,1434.0,1
1.6461449123783987e+18,frame_428.jpeg,6830.0,-3050.0,2536.0,1
1.646144912432338e+18,frame_429.jpeg,7490.0,-2962.0,3892.0,1
1.6461449124779223e+18,frame_430.jpeg,7575.0,-3138.0,4710.0,1
1.646144912530495e+18,frame_431.jpeg,6930.0,-2746.0,5259.0,1
1.6461449125782705e+18,frame_432.jpeg,6926.0,-2207.0,5430.0,1
1.6461449126307354e+18,frame_433.jpeg,7077.0,-1988.0,5110.0,1
1.6461449126806474e+18,frame_434.jpeg,7230.0,-1944.0,4965.0,1
1.6461449127289516e+18,frame_435.jpeg,7522.0,-1822.0,4978.0,1
1.6461449127724767e+18,frame_436.jpeg,6861.0,-2101.0,5207.0,1
1.6461449128304735e+18,frame_437.jpeg,6468.0,-1843.0,5219.0,1
1.646144912878298e+18,frame_438.jpeg,6240.0,-1553.0,5339.0,1
1.646144912928684e+18,frame_439.jpeg,6356.0,-1363.0,5508.0,1
1.6461449129813875e+18,frame_440.jpeg,5988.0,-1553.0,5554.0,1
1.6461449130301356e+18,frame_441.jpeg,6501.0,-1361.0,5379.0,1
1.6461449130831675e+18,frame_442.jpeg,6284.0,-1255.0,5434.0,1
1.6461449131287992e+18,frame_443.jpeg,6343.0,-1179.0,5489.0,1
1.646144913182793e+18,frame_444.jpeg,6394.0,-952.0,5690.0,1
1.6461449132282575e+18,frame_445.jpeg,6076.0,-1020.0,5726.0,1
1.646144913282078e+18,frame_446.jpeg,5928.0,-1066.0,5696.0,1
1.6461449133289572e+18,frame_447.jpeg,6056.0,-1078.0,5718.0,1
1.6461449133842803e+18,frame_448.jpeg,5963.0,-986.0,5802.0,1
1.6461449134311327e+18,frame_449.jpeg,5958.0,-848.0,5775.0,1
1.6461449134824084e+18,frame_450.jpeg,5524.0,-798.0,5942.0,1
1.6461449135282284e+18,frame_451.jpeg,5703.0,-839.0,5982.0,1
1.646144913582768e+18,frame_452.jpeg,5609.0,-721.0,5789.0,1
1.6461449136310339e+18,frame_453.jpeg,5520.0,-780.0,5923.0,1
1.6461449136821335e+18,frame_454.jpeg,5327.0,-699.0,6236.0,1
1.6461449137279788e+18,frame_455.jpeg,5503.0,-768.0,6313.0,1
1.6461449137764997e+18,frame_456.jpeg,5544.0,-655.0,6551.0,1
1.646144913832026e+18,frame_457.jpeg,5270.0,-726.0,6557.0,1
