timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, SCREW_RIGHT
1.6461453736578286e+18,frame_9642.jpeg,7487.0,773.0,-2589.0,1
1.6461453737101673e+18,frame_9643.jpeg,7503.0,791.0,-2448.0,1
1.6461453737572838e+18,frame_9644.jpeg,7557.0,741.0,-2421.0,1
1.6461453738115218e+18,frame_9645.jpeg,7515.0,827.0,-2352.0,1
1.6461453738547108e+18,frame_9646.jpeg,7747.0,809.0,-2517.0,1
1.646145373911883e+18,frame_9647.jpeg,7567.0,758.0,-2193.0,1
1.64614537395804e+18,frame_9648.jpeg,7709.0,766.0,-2082.0,1
1.6461453740040154e+18,frame_9649.jpeg,7797.0,628.0,-2174.0,1
1.646145374059271e+18,frame_9650.jpeg,7684.0,1038.0,-1907.0,1
1.6461453741133614e+18,frame_9651.jpeg,7823.0,742.0,-1867.0,1
1.6461453741576422e+18,frame_9652.jpeg,7659.0,804.0,-2012.0,1
1.646145374209529e+18,frame_9653.jpeg,7934.0,802.0,-1880.0,1
1.6461453742609124e+18,frame_9654.jpeg,7717.0,844.0,-1881.0,1
1.6461453743101942e+18,frame_9655.jpeg,7641.0,820.0,-1783.0,1
1.646145374360422e+18,frame_9656.jpeg,7874.0,868.0,-2003.0,1
1.6461453744106944e+18,frame_9657.jpeg,7643.0,768.0,-1824.0,1
1.6461453744602048e+18,frame_9658.jpeg,7822.0,828.0,-1847.0,1
1.6461453745121595e+18,frame_9659.jpeg,7734.0,687.0,-1909.0,1
1.6461453745612508e+18,frame_9660.jpeg,7726.0,795.0,-1954.0,1
1.6461453746088376e+18,frame_9661.jpeg,7823.0,872.0,-1929.0,1
1.6461453746606664e+18,frame_9662.jpeg,7625.0,676.0,-1994.0,1
1.6461453747097108e+18,frame_9663.jpeg,7819.0,811.0,-1868.0,1
1.6461453747595528e+18,frame_9664.jpeg,7666.0,651.0,-1893.0,1
1.646145374809076e+18,frame_9665.jpeg,7742.0,726.0,-2058.0,1
1.6461453748592914e+18,frame_9666.jpeg,7798.0,798.0,-2024.0,1
1.6461453749093537e+18,frame_9667.jpeg,7525.0,713.0,-1801.0,1
1.6461453749483082e+18,frame_9668.jpeg,7934.0,635.0,-1849.0,1
1.6461453750107226e+18,frame_9669.jpeg,7972.0,608.0,-2034.0,1
1.6461453750608556e+18,frame_9670.jpeg,7810.0,738.0,-1970.0,1
1.6461453751111273e+18,frame_9671.jpeg,7785.0,642.0,-1909.0,1
1.6461453751644716e+18,frame_9672.jpeg,7587.0,656.0,-1854.0,1
1.6461453751978816e+18,frame_9673.jpeg,7801.0,740.0,-1981.0,1
1.646145375260181e+18,frame_9674.jpeg,7899.0,628.0,-2040.0,1
1.6461453752876055e+18,frame_9675.jpeg,7561.0,605.0,-1873.0,1
1.6461453753574643e+18,frame_9676.jpeg,7642.0,710.0,-1861.0,1
1.6461453754092918e+18,frame_9677.jpeg,7644.0,454.0,-1988.0,1
1.6461453754771502e+18,frame_9678.jpeg,7745.0,734.0,-1983.0,1
1.6461453755084035e+18,frame_9679.jpeg,7790.0,780.0,-1997.0,1
1.6461453755944942e+18,frame_9680.jpeg,7844.0,813.0,-2001.0,1
1.6461453756225795e+18,frame_9681.jpeg,7976.0,817.0,-2026.0,1
1.646145375659565e+18,frame_9682.jpeg,7831.0,655.0,-1958.0,1
