timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, PICKUP_RIGHT
1.6461449161887828e+18,frame_504.jpeg,4565.0,1794.0,-6374.0,1
1.6461449162333245e+18,frame_505.jpeg,4340.0,1901.0,-6331.0,1
1.646144916286943e+18,frame_506.jpeg,4377.0,693.0,-6600.0,1
1.646144916334453e+18,frame_507.jpeg,4008.0,532.0,-7111.0,1
1.64614491638947e+18,frame_508.jpeg,4559.0,1353.0,-6848.0,1
1.6461449164339005e+18,frame_509.jpeg,3298.0,1028.0,-6532.0,1
1.6461449164881882e+18,frame_510.jpeg,4091.0,925.0,-6855.0,1
1.6461449165335e+18,frame_511.jpeg,3035.0,896.0,-7916.0,1
1.6461449165842737e+18,frame_512.jpeg,2798.0,1066.0,-8301.0,1
1.6461449166364408e+18,frame_513.jpeg,1912.0,300.0,-7197.0,1
1.6461449166909422e+18,frame_514.jpeg,2291.0,467.0,-8446.0,1
1.6461449167363988e+18,frame_515.jpeg,2852.0,-155.0,-7817.0,1
1.646144916784339e+18,frame_516.jpeg,1916.0,257.0,-7961.0,1
1.646144916833353e+18,frame_517.jpeg,3769.0,188.0,-7934.0,1
1.6461449168885263e+18,frame_518.jpeg,5332.0,-826.0,-7082.0,1
1.6461449169355272e+18,frame_519.jpeg,6503.0,-375.0,-7162.0,1
1.6461449175330348e+18,frame_531.jpeg,5685.0,-3695.0,-3522.0,1
1.6461449175330348e+18,frame_532.jpeg,5685.0,-3695.0,-3522.0,1
1.6461449175330348e+18,frame_533.jpeg,5685.0,-3695.0,-3522.0,1
1.646144917839662e+18,frame_534.jpeg,6032.0,-3797.0,-3543.0,1
1.646144917839662e+18,frame_535.jpeg,6032.0,-3797.0,-3543.0,1
1.646144917839662e+18,frame_536.jpeg,6032.0,-3797.0,-3543.0,1
1.646144917839662e+18,frame_537.jpeg,6032.0,-3797.0,-3543.0,1
1.6461449178856223e+18,frame_538.jpeg,6011.0,-3701.0,-4124.0,1
1.64614491793806e+18,frame_539.jpeg,3874.0,-4453.0,-4830.0,1
1.646144917984768e+18,frame_540.jpeg,3157.0,-3560.0,-5371.0,1
1.6461449180397284e+18,frame_541.jpeg,2237.0,-3728.0,-5695.0,1
1.646144918086844e+18,frame_542.jpeg,3778.0,-4116.0,-6191.0,1
1.6461449181408758e+18,frame_543.jpeg,1915.0,-4025.0,-6805.0,1
1.646144918185603e+18,frame_544.jpeg,1739.0,-4454.0,-6475.0,1
1.6461449182371402e+18,frame_545.jpeg,3082.0,-3817.0,-6089.0,1
1.646144918284281e+18,frame_546.jpeg,5508.0,-3045.0,-4836.0,1
1.646144918341311e+18,frame_547.jpeg,6705.0,-1914.0,-4634.0,1
