timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, ASSEMBLY1_BIMANUAL
1.6461449594891779e+18,frame_1369.jpeg,6075.0,-1671.0,-4474.0,1
1.6461449595346772e+18,frame_1370.jpeg,6581.0,-1399.0,-4451.0,1
1.6461449595916905e+18,frame_1371.jpeg,6834.0,-1944.0,-4574.0,1
1.6461449596380644e+18,frame_1372.jpeg,6663.0,-2019.0,-4643.0,1
1.6461449596900055e+18,frame_1373.jpeg,6153.0,-1976.0,-4463.0,1
1.646144959739971e+18,frame_1374.jpeg,5744.0,-2392.0,-3979.0,1
1.646144959792468e+18,frame_1375.jpeg,6087.0,-2311.0,-4105.0,1
1.6461449598390979e+18,frame_1376.jpeg,5949.0,-2462.0,-4025.0,1
1.6461449598935404e+18,frame_1377.jpeg,6392.0,-2380.0,-4505.0,1
1.6461449599367212e+18,frame_1378.jpeg,6329.0,-2422.0,-4791.0,1
1.646144959993078e+18,frame_1379.jpeg,6017.0,-2368.0,-4853.0,1
1.6461449600349204e+18,frame_1380.jpeg,5591.0,-2489.0,-5014.0,1
1.6461449600927165e+18,frame_1381.jpeg,5988.0,-2163.0,-5529.0,1
1.6461449601352113e+18,frame_1382.jpeg,5160.0,-1902.0,-5534.0,1
1.6461449601903514e+18,frame_1383.jpeg,5974.0,-2444.0,-5869.0,1
1.6461449602387305e+18,frame_1384.jpeg,5410.0,-2413.0,-5038.0,1
1.6461449602919409e+18,frame_1385.jpeg,5259.0,-1954.0,-5859.0,1
1.6461449603343844e+18,frame_1386.jpeg,5104.0,-2477.0,-5680.0,1
1.646144960391201e+18,frame_1387.jpeg,4962.0,-1793.0,-5755.0,1
1.646144960442344e+18,frame_1388.jpeg,4971.0,-1909.0,-6316.0,1
1.646144960490672e+18,frame_1389.jpeg,5949.0,-2701.0,-5871.0,1
1.646144960542654e+18,frame_1390.jpeg,5153.0,-2381.0,-5668.0,1
1.6461449605909192e+18,frame_1391.jpeg,4870.0,-1770.0,-5957.0,1
1.6461449606412111e+18,frame_1392.jpeg,5720.0,-3019.0,-5878.0,1
1.6461449606919468e+18,frame_1393.jpeg,2028.0,409.0,-6485.0,1
1.646144960741863e+18,frame_1394.jpeg,4653.0,-2083.0,-6646.0,1
1.646144960790015e+18,frame_1395.jpeg,4646.0,-1794.0,-6704.0,1
1.6461449608200033e+18,frame_1396.jpeg,4244.0,-2002.0,-6542.0,1
1.6461449608200033e+18,frame_1397.jpeg,4244.0,-2002.0,-6542.0,1
