timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, PICKUP_LEFT
1.6461449245935987e+18,frame_672.jpeg,817.0,3962.0,-4034.0,1
1.6461449246476419e+18,frame_673.jpeg,-1337.0,6567.0,-7554.0,1
1.6461449246926996e+18,frame_674.jpeg,-689.0,8231.0,-12737.0,1
1.6461449247464965e+18,frame_675.jpeg,2284.0,5014.0,-6627.0,1
1.646144924798382e+18,frame_676.jpeg,511.0,3147.0,-8029.0,1
1.64614492484664e+18,frame_677.jpeg,4466.0,1559.0,-9721.0,1
1.6461449248935014e+18,frame_678.jpeg,3806.0,283.0,-8758.0,1
1.6461449256465508e+18,frame_693.jpeg,3809.0,-3493.0,-5656.0,1
1.6461449256772132e+18,frame_694.jpeg,3540.0,-3760.0,-6113.0,1
1.6461449258065636e+18,frame_695.jpeg,3411.0,-3550.0,-6229.0,1
1.6461449258065636e+18,frame_696.jpeg,3411.0,-3550.0,-6229.0,1
1.6461449258065636e+18,frame_697.jpeg,3411.0,-3550.0,-6229.0,1
1.6461449259644861e+18,frame_698.jpeg,3222.0,-3324.0,-6315.0,1
1.6461449259644861e+18,frame_699.jpeg,3222.0,-3324.0,-6315.0,1
1.6461449259644861e+18,frame_700.jpeg,3222.0,-3324.0,-6315.0,1
1.6461449260381463e+18,frame_701.jpeg,2897.0,-3118.0,-6259.0,1
1.6461449260381463e+18,frame_702.jpeg,2897.0,-3118.0,-6259.0,1
1.6461449261738586e+18,frame_703.jpeg,2660.0,-3035.0,-6006.0,1
1.6461449261738586e+18,frame_704.jpeg,2660.0,-3035.0,-6006.0,1
1.646144926249628e+18,frame_705.jpeg,2684.0,-2909.0,-6038.0,1
1.6461449263392381e+18,frame_706.jpeg,2773.0,-2673.0,-6066.0,1
1.6461449263462006e+18,frame_707.jpeg,2328.0,-3647.0,-6109.0,1
1.6461449263956716e+18,frame_708.jpeg,5783.0,-2303.0,921.0,1
1.6461449264460465e+18,frame_709.jpeg,7076.0,-1298.0,3401.0,1
1.6461449264575112e+18,frame_710.jpeg,6891.0,-1040.0,3919.0,1
1.6461449265551736e+18,frame_711.jpeg,6865.0,-886.0,4232.0,1
1.6461449265551736e+18,frame_712.jpeg,6865.0,-886.0,4232.0,1
1.6461449266480271e+18,frame_713.jpeg,6890.0,-719.0,4564.0,1
1.6461449266480271e+18,frame_714.jpeg,6890.0,-719.0,4564.0,1
1.6461449267997363e+18,frame_715.jpeg,6928.0,-544.0,4847.0,1
1.6461449267997363e+18,frame_716.jpeg,6928.0,-544.0,4847.0,1
1.6461449268812833e+18,frame_717.jpeg,6886.0,-355.0,5095.0,1
1.6461449268812833e+18,frame_718.jpeg,6886.0,-355.0,5095.0,1
1.6461449268812833e+18,frame_719.jpeg,6886.0,-355.0,5095.0,1
1.646144927041591e+18,frame_720.jpeg,6746.0,-191.0,5380.0,1
1.646144927041591e+18,frame_721.jpeg,6746.0,-191.0,5380.0,1
1.6461449271072832e+18,frame_722.jpeg,6646.0,-22.0,5757.0,1
1.6461449271896456e+18,frame_723.jpeg,6602.0,175.0,6064.0,1
1.6461449271896456e+18,frame_724.jpeg,6602.0,175.0,6064.0,1
1.6461449272400497e+18,frame_725.jpeg,6670.0,363.0,6321.0,1
1.6461449273467528e+18,frame_726.jpeg,6846.0,510.0,6531.0,1
1.6461449273467528e+18,frame_727.jpeg,6846.0,510.0,6531.0,1
1.6461449273467528e+18,frame_728.jpeg,6846.0,510.0,6531.0,1
1.646144927485208e+18,frame_729.jpeg,7002.0,616.0,6667.0,1
1.646144927485208e+18,frame_730.jpeg,7002.0,616.0,6667.0,1
1.646144927485208e+18,frame_731.jpeg,7002.0,616.0,6667.0,1
1.6461449277090086e+18,frame_732.jpeg,6935.0,712.0,6801.0,1
1.6461449277090086e+18,frame_733.jpeg,6935.0,712.0,6801.0,1
1.6461449277090086e+18,frame_734.jpeg,6935.0,712.0,6801.0,1
1.6461449277090086e+18,frame_735.jpeg,6935.0,712.0,6801.0,1
1.6461449277926008e+18,frame_736.jpeg,6683.0,882.0,6912.0,1
1.6461449277926008e+18,frame_737.jpeg,6683.0,882.0,6912.0,1
1.6461449277926008e+18,frame_738.jpeg,6683.0,882.0,6912.0,1
