timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, PICKUP_LEFT
1.6455431049938844e+18,frame_698.jpeg,5694.0,743.0,-6907.0,1
1.6455431050446769e+18,frame_699.jpeg,5429.0,1427.0,-4193.0,1
1.6455431050960515e+18,frame_700.jpeg,4260.0,3583.0,-2797.0,1
1.6455431051421117e+18,frame_701.jpeg,4797.0,6012.0,-3223.0,1
1.6455431051948908e+18,frame_702.jpeg,3793.0,7793.0,-4541.0,1
1.6455431052428961e+18,frame_703.jpeg,3189.0,7209.0,-4861.0,1
1.6455431053009777e+18,frame_704.jpeg,4239.0,5953.0,-5474.0,1
1.645543105345981e+18,frame_705.jpeg,2283.0,5916.0,-5767.0,1
1.6455431053928233e+18,frame_706.jpeg,3916.0,5103.0,-6163.0,1
1.6455431054459013e+18,frame_707.jpeg,3230.0,4327.0,-6325.0,1
1.6455431054924849e+18,frame_708.jpeg,3365.0,4552.0,-6273.0,1
1.6455431055441428e+18,frame_709.jpeg,3592.0,4142.0,-5763.0,1
1.64554310559245e+18,frame_710.jpeg,3776.0,4266.0,-5901.0,1
1.6455431056529859e+18,frame_711.jpeg,3926.0,4334.0,-5779.0,1
1.6455431056940265e+18,frame_712.jpeg,4058.0,4599.0,-5148.0,1
1.645543105746922e+18,frame_713.jpeg,3633.0,4723.0,-5076.0,1
1.6455431057947512e+18,frame_714.jpeg,4719.0,4740.0,-4610.0,1
1.6455431058509985e+18,frame_715.jpeg,4812.0,4634.0,-5366.0,1
1.6455431058941706e+18,frame_716.jpeg,4250.0,4505.0,-4994.0,1
1.6455431059509023e+18,frame_717.jpeg,4186.0,4737.0,-5458.0,1
1.645543105995402e+18,frame_718.jpeg,5454.0,4705.0,-6008.0,1
1.6455431060503068e+18,frame_719.jpeg,6527.0,4763.0,-5718.0,1
1.645543106092925e+18,frame_720.jpeg,5902.0,4953.0,-5312.0,1
1.6455431061423037e+18,frame_721.jpeg,6875.0,4992.0,-5841.0,1
1.6455431061995753e+18,frame_722.jpeg,6325.0,3241.0,-5804.0,1
1.6455431062529638e+18,frame_723.jpeg,8039.0,1282.0,-5906.0,1
1.645543106289345e+18,frame_724.jpeg,6321.0,-94.0,-4985.0,1
1.6455431063529283e+18,frame_725.jpeg,7683.0,-1015.0,-4845.0,1
1.6455431063938888e+18,frame_726.jpeg,6925.0,-1898.0,-4370.0,1
1.645543106446979e+18,frame_727.jpeg,4395.0,-2673.0,-3780.0,1
1.6455431064914081e+18,frame_728.jpeg,3151.0,-3026.0,-4237.0,1
1.645543106547846e+18,frame_729.jpeg,2167.0,-4346.0,-4395.0,1
1.6455431065943337e+18,frame_730.jpeg,2545.0,-3707.0,-2499.0,1
1.6455431066493663e+18,frame_731.jpeg,3592.0,-4261.0,-4106.0,1
1.6455431066934653e+18,frame_732.jpeg,3567.0,-3983.0,-3472.0,1
1.6455431067439475e+18,frame_733.jpeg,4876.0,-5294.0,-2804.0,1
1.6455431067966254e+18,frame_734.jpeg,6098.0,-5095.0,-2390.0,1
1.645543106848478e+18,frame_735.jpeg,6417.0,-5050.0,-2170.0,1
1.6455431068960707e+18,frame_736.jpeg,6225.0,-5104.0,-1920.0,1
1.64554310695042e+18,frame_737.jpeg,6128.0,-5000.0,-2016.0,1
1.6455431070951066e+18,frame_740.jpeg,5757.0,-5170.0,-1509.0,1
1.645543107149526e+18,frame_741.jpeg,5831.0,-5318.0,-1635.0,1
1.6455431071985848e+18,frame_742.jpeg,6022.0,-5328.0,-2149.0,1
1.6455431072505923e+18,frame_743.jpeg,5151.0,-5267.0,-2524.0,1
1.6455431072985226e+18,frame_744.jpeg,4826.0,-5267.0,-3257.0,1
1.645543107347659e+18,frame_745.jpeg,4398.0,-5389.0,-3774.0,1
1.6455431073994724e+18,frame_746.jpeg,4540.0,-5398.0,-4105.0,1
1.645543107447306e+18,frame_747.jpeg,4408.0,-5352.0,-4299.0,1
1.645543107498711e+18,frame_748.jpeg,3515.0,-5805.0,-4183.0,1
1.6455431075474872e+18,frame_749.jpeg,4308.0,-5222.0,-3925.0,1
1.6455431076000072e+18,frame_750.jpeg,3075.0,-4813.0,-3842.0,1
1.6455431076484257e+18,frame_751.jpeg,4069.0,-4998.0,-4778.0,1
1.6455431077014833e+18,frame_752.jpeg,3440.0,-5124.0,-3809.0,1
1.6455431077481623e+18,frame_753.jpeg,3035.0,-4192.0,-4785.0,1
1.645543107799429e+18,frame_754.jpeg,3337.0,-4922.0,-5195.0,1
1.6455431078472532e+18,frame_755.jpeg,3303.0,-4600.0,-5687.0,1
1.6455431078987515e+18,frame_756.jpeg,4775.0,-4159.0,-5248.0,1
1.6455431079475863e+18,frame_757.jpeg,3942.0,-3861.0,-5968.0,1
1.6455431080006728e+18,frame_758.jpeg,4382.0,-4408.0,-6295.0,1
1.645543108048733e+18,frame_759.jpeg,5469.0,-4268.0,-4668.0,1
1.6455431081010132e+18,frame_760.jpeg,3120.0,-3844.0,-6188.0,1
1.6455431081455273e+18,frame_761.jpeg,4986.0,-3924.0,-5609.0,1
1.6455431081999524e+18,frame_762.jpeg,4331.0,-3504.0,-6491.0,1
1.6455431082531418e+18,frame_763.jpeg,4381.0,-3580.0,-6022.0,1
1.6455431082968673e+18,frame_764.jpeg,3731.0,-3834.0,-5867.0,1
1.6455431083472097e+18,frame_765.jpeg,2656.0,-3700.0,-6477.0,1
1.6455431084027776e+18,frame_766.jpeg,4197.0,-3168.0,-5826.0,1
1.6455431084495068e+18,frame_767.jpeg,3740.0,-3454.0,-7152.0,1
1.645543108499934e+18,frame_768.jpeg,3037.0,-3382.0,-6562.0,1
1.6455431085478835e+18,frame_769.jpeg,3213.0,-3072.0,-5969.0,1
1.6455431086003725e+18,frame_770.jpeg,3519.0,-3680.0,-6788.0,1
1.6455431086510932e+18,frame_771.jpeg,3829.0,-3143.0,-6395.0,1
1.6455431087025226e+18,frame_772.jpeg,4178.0,-3357.0,-6663.0,1
1.6455431087489902e+18,frame_773.jpeg,5001.0,-3420.0,-5970.0,1
1.645543108792818e+18,frame_774.jpeg,3803.0,-3039.0,-6031.0,1
1.6455431088499878e+18,frame_775.jpeg,3982.0,-3005.0,-6234.0,1
1.6455431088919785e+18,frame_776.jpeg,3839.0,-3477.0,-6443.0,1
1.6455431089547633e+18,frame_777.jpeg,3498.0,-2846.0,-6054.0,1
1.645543108970263e+18,frame_778.jpeg,3696.0,-3049.0,-6095.0,1
1.6455431090540378e+18,frame_779.jpeg,3757.0,-3295.0,-6088.0,1
1.6455431090964104e+18,frame_780.jpeg,3509.0,-3474.0,-6289.0,1
1.6455431091645778e+18,frame_781.jpeg,3408.0,-3552.0,-6348.0,1
