timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, BOLT_RIGHT
1.6455434622429852e+18,frame_7834.jpeg,7503.0,-2708.0,-1960.0,1
1.6455434622931249e+18,frame_7835.jpeg,7246.0,-2674.0,-1793.0,1
1.645543462344765e+18,frame_7836.jpeg,7414.0,-2631.0,-1916.0,1
1.6455434623974774e+18,frame_7837.jpeg,7451.0,-2584.0,-1938.0,1
1.64554346244053e+18,frame_7838.jpeg,7646.0,-2489.0,-1848.0,1
1.645543462494644e+18,frame_7839.jpeg,7349.0,-2303.0,-1957.0,1
1.645543462543097e+18,frame_7840.jpeg,8018.0,-3088.0,-2672.0,1
1.6455434625883876e+18,frame_7841.jpeg,7560.0,-4261.0,-3586.0,1
1.6455434626456714e+18,frame_7842.jpeg,6605.0,-5983.0,-2597.0,1
1.6455434626893985e+18,frame_7843.jpeg,4450.0,-1437.0,-1253.0,1
1.6455434627421235e+18,frame_7844.jpeg,6392.0,-1688.0,-1565.0,1
1.6455434627898824e+18,frame_7845.jpeg,6975.0,-3643.0,-1652.0,1
1.645543462839386e+18,frame_7846.jpeg,7700.0,-3946.0,-2264.0,1
1.6455434628951741e+18,frame_7847.jpeg,7046.0,-3742.0,-1874.0,1
1.6455434629447278e+18,frame_7848.jpeg,5162.0,-5099.0,-2627.0,1
1.6455434629917972e+18,frame_7849.jpeg,7683.0,-5419.0,-2903.0,1
1.6455434630488824e+18,frame_7850.jpeg,5698.0,-4118.0,-2417.0,1
1.6455434630949373e+18,frame_7851.jpeg,4070.0,-4461.0,-3350.0,1
1.6455434631423478e+18,frame_7852.jpeg,5789.0,-5109.0,-2619.0,1
1.6455434631944878e+18,frame_7853.jpeg,5970.0,-3568.0,-2142.0,1
1.6455434632428214e+18,frame_7854.jpeg,4402.0,-2844.0,-1179.0,1
1.645543463291936e+18,frame_7855.jpeg,5438.0,-1970.0,-633.0,1
1.6455434633426045e+18,frame_7856.jpeg,7594.0,-3151.0,305.0,1
1.6455434633938624e+18,frame_7857.jpeg,8241.0,-2957.0,1240.0,1
1.6455434634450094e+18,frame_7858.jpeg,11337.0,-2354.0,83.0,1
1.645543463490555e+18,frame_7859.jpeg,10325.0,-1274.0,-274.0,1
1.645543463539721e+18,frame_7860.jpeg,8705.0,-798.0,-873.0,1
1.6455434635937687e+18,frame_7861.jpeg,7952.0,-413.0,-835.0,1
1.64554346364733e+18,frame_7862.jpeg,7212.0,-536.0,-374.0,1
1.645543463693882e+18,frame_7863.jpeg,8025.0,-453.0,195.0,1
1.6455434637462797e+18,frame_7864.jpeg,8059.0,-793.0,-8.0,1
1.645543463794179e+18,frame_7865.jpeg,8092.0,-1161.0,-341.0,1
1.6455434638476946e+18,frame_7866.jpeg,8269.0,-1488.0,-340.0,1
1.645543463895667e+18,frame_7867.jpeg,8187.0,-1615.0,-439.0,1
1.6455434639425562e+18,frame_7868.jpeg,7749.0,-1402.0,-647.0,1
1.6455434639965207e+18,frame_7869.jpeg,7864.0,-1774.0,-544.0,1
1.6455434640423153e+18,frame_7870.jpeg,7900.0,-1652.0,-192.0,1
1.6455434640931566e+18,frame_7871.jpeg,7801.0,-1283.0,-876.0,1
1.645543464143582e+18,frame_7872.jpeg,7474.0,-1129.0,-788.0,1
1.6455434641964723e+18,frame_7873.jpeg,8132.0,-1581.0,-1102.0,1
1.645543464247018e+18,frame_7874.jpeg,7688.0,-1369.0,-727.0,1
1.6455434642954673e+18,frame_7875.jpeg,7731.0,-1278.0,-1197.0,1
1.6455434643540608e+18,frame_7876.jpeg,7967.0,-1254.0,-1126.0,1
1.6455434643930734e+18,frame_7877.jpeg,7815.0,-1259.0,-770.0,1
1.6455434644459628e+18,frame_7878.jpeg,7519.0,-1673.0,-2231.0,1
1.6455434644957007e+18,frame_7879.jpeg,7719.0,-1407.0,-1565.0,1
1.645543464547366e+18,frame_7880.jpeg,8011.0,-1329.0,-1335.0,1
1.6455434645947945e+18,frame_7881.jpeg,7799.0,-1711.0,-1364.0,1
1.6455434646440988e+18,frame_7882.jpeg,7765.0,-1532.0,-1174.0,1
1.645543464692835e+18,frame_7883.jpeg,7624.0,-1151.0,-1376.0,1
1.645543464746783e+18,frame_7884.jpeg,7705.0,-1178.0,-1294.0,1
1.6455434647970775e+18,frame_7885.jpeg,8209.0,-1778.0,-1384.0,1
1.6455434648463165e+18,frame_7886.jpeg,7528.0,-1202.0,-1219.0,1
1.645543464892572e+18,frame_7887.jpeg,7671.0,-1559.0,-1836.0,1
1.6455434649534308e+18,frame_7888.jpeg,7808.0,-1377.0,-1088.0,1
1.6455434649967534e+18,frame_7889.jpeg,7779.0,-1757.0,-1643.0,1
1.6455434650468122e+18,frame_7890.jpeg,7928.0,-1914.0,-1481.0,1
1.6455434650948995e+18,frame_7891.jpeg,7572.0,-860.0,-629.0,1
1.6455434651468826e+18,frame_7892.jpeg,8087.0,-1044.0,-1013.0,1
1.6455434651970353e+18,frame_7893.jpeg,7334.0,-1572.0,-1628.0,1
