timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, HANDOVER_LEFT
1.645543605874709e+18,frame_10703.jpeg,8485.0,-2068.0,2685.0,1
1.6455436059221082e+18,frame_10704.jpeg,9203.0,-2314.0,2611.0,1
1.6455436059747763e+18,frame_10705.jpeg,9464.0,-2913.0,2340.0,1
1.6455436060228255e+18,frame_10706.jpeg,8508.0,-2514.0,1469.0,1
1.6455436060691868e+18,frame_10707.jpeg,8435.0,-2125.0,802.0,1
1.645543606120098e+18,frame_10708.jpeg,8089.0,-1975.0,272.0,1
1.6455436061717243e+18,frame_10709.jpeg,6677.0,-1602.0,-856.0,1
1.6455436062222252e+18,frame_10710.jpeg,6624.0,-1266.0,-1531.0,1
1.6455436062720095e+18,frame_10711.jpeg,6530.0,-910.0,-2550.0,1
1.6455436063247854e+18,frame_10712.jpeg,5888.0,-1226.0,-2939.0,1
1.6455436063740636e+18,frame_10713.jpeg,6507.0,-907.0,-3823.0,1
1.6455436064223795e+18,frame_10714.jpeg,6350.0,-817.0,-4297.0,1
1.645543606482718e+18,frame_10715.jpeg,6257.0,-877.0,-4361.0,1
1.6455436065180206e+18,frame_10716.jpeg,6026.0,-838.0,-4538.0,1
1.6455436065759967e+18,frame_10717.jpeg,6920.0,-1470.0,-4906.0,1
1.6455436066235313e+18,frame_10718.jpeg,6182.0,-1464.0,-4699.0,1
1.645543606670121e+18,frame_10719.jpeg,6673.0,-1981.0,-4118.0,1
1.6455436067231962e+18,frame_10720.jpeg,6678.0,-2851.0,-3750.0,1
1.6455436067753283e+18,frame_10721.jpeg,6322.0,-3227.0,-3476.0,1
1.6455436068230308e+18,frame_10722.jpeg,6232.0,-3555.0,-3537.0,1
1.6455436068721702e+18,frame_10723.jpeg,6322.0,-3641.0,-3745.0,1
1.6455436069271206e+18,frame_10724.jpeg,6360.0,-3454.0,-3606.0,1
1.6455436069740196e+18,frame_10725.jpeg,6502.0,-3363.0,-3226.0,1
1.6455436070272056e+18,frame_10726.jpeg,6376.0,-3397.0,-3378.0,1
1.64554360707051e+18,frame_10727.jpeg,6347.0,-3480.0,-3580.0,1
1.6455436071267889e+18,frame_10728.jpeg,6271.0,-3121.0,-3594.0,1
1.6455436071739917e+18,frame_10729.jpeg,6253.0,-3229.0,-3909.0,1
1.6455436072279485e+18,frame_10730.jpeg,6201.0,-3154.0,-3943.0,1
1.6455436072727437e+18,frame_10731.jpeg,6093.0,-3083.0,-4192.0,1
1.6455436073257582e+18,frame_10732.jpeg,6309.0,-3097.0,-3954.0,1
1.6455436073716024e+18,frame_10733.jpeg,6140.0,-3103.0,-4138.0,1
1.6455436074270228e+18,frame_10734.jpeg,6565.0,-2749.0,-4043.0,1
1.6455436074754045e+18,frame_10735.jpeg,5928.0,-2979.0,-4038.0,1
1.6455436075269112e+18,frame_10736.jpeg,5846.0,-2753.0,-4125.0,1
1.6455436075724838e+18,frame_10737.jpeg,6254.0,-2735.0,-4097.0,1
1.645543607626773e+18,frame_10738.jpeg,6724.0,-2228.0,-5045.0,1
1.6455436076723876e+18,frame_10739.jpeg,7349.0,-965.0,-6155.0,1
1.6455436077236283e+18,frame_10740.jpeg,7996.0,101.0,-5669.0,1
1.6455436077756787e+18,frame_10741.jpeg,6993.0,-2322.0,-4239.0,1
1.6455436078264947e+18,frame_10742.jpeg,6534.0,-3332.0,-2992.0,1
1.6455436078760507e+18,frame_10743.jpeg,5365.0,-4984.0,-1120.0,1
1.645543607927037e+18,frame_10744.jpeg,4593.0,-7327.0,-1394.0,1
1.6455436079756547e+18,frame_10745.jpeg,2951.0,-7084.0,-1951.0,1
1.645543608027382e+18,frame_10746.jpeg,2186.0,-6724.0,-1775.0,1
1.6455436080683502e+18,frame_10747.jpeg,3257.0,-7188.0,-1701.0,1
1.6455436081274173e+18,frame_10748.jpeg,2717.0,-6957.0,-1234.0,1
1.645543608171047e+18,frame_10749.jpeg,2620.0,-7065.0,-890.0,1
