timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, PICKUP_RIGHT
1.6455431701688184e+18,frame_2000.jpeg,2421.0,4182.0,-6387.0,1
1.6455431702277363e+18,frame_2001.jpeg,2497.0,4150.0,-6408.0,1
1.6455431702329582e+18,frame_2002.jpeg,2502.0,4153.0,-6431.0,1
1.6455431703319352e+18,frame_2003.jpeg,2505.0,4145.0,-6429.0,1
1.64554317038246e+18,frame_2004.jpeg,2504.0,4153.0,-6427.0,1
1.6455431704330355e+18,frame_2005.jpeg,2468.0,4131.0,-6392.0,1
1.645543170461654e+18,frame_2006.jpeg,2452.0,4145.0,-6395.0,1
1.6455431705277158e+18,frame_2007.jpeg,2475.0,4162.0,-6404.0,1
1.6455431705772035e+18,frame_2008.jpeg,2640.0,4178.0,-6819.0,1
1.645543170631504e+18,frame_2009.jpeg,2390.0,4171.0,-6136.0,1
1.6455431706729398e+18,frame_2010.jpeg,2513.0,4180.0,-6556.0,1
1.6455431707260485e+18,frame_2011.jpeg,2367.0,4006.0,-6387.0,1
1.6455431707817329e+18,frame_2012.jpeg,2502.0,4153.0,-6534.0,1
1.645543170829821e+18,frame_2013.jpeg,2481.0,3800.0,-7153.0,1
1.6455431708781386e+18,frame_2014.jpeg,3455.0,3750.0,-7096.0,1
1.6455431709320356e+18,frame_2015.jpeg,3598.0,3295.0,-7929.0,1
1.6455431709809838e+18,frame_2016.jpeg,4001.0,3308.0,-8058.0,1
1.645543171028749e+18,frame_2017.jpeg,2850.0,3294.0,-7011.0,1
1.6455431710825088e+18,frame_2018.jpeg,2144.0,3065.0,-5922.0,1
1.645543171126475e+18,frame_2019.jpeg,1969.0,2744.0,-5226.0,1
1.6455431711803812e+18,frame_2020.jpeg,2249.0,3046.0,-5853.0,1
1.6455431712256922e+18,frame_2021.jpeg,1998.0,3170.0,-6171.0,1
1.6455431712822377e+18,frame_2022.jpeg,2123.0,3727.0,-6836.0,1
1.6455431713297198e+18,frame_2023.jpeg,1806.0,3893.0,-6723.0,1
1.6455431713792174e+18,frame_2024.jpeg,1282.0,3810.0,-6899.0,1
1.6455431714285443e+18,frame_2025.jpeg,1175.0,3862.0,-7093.0,1
1.6455431714760333e+18,frame_2026.jpeg,992.0,3923.0,-7306.0,1
1.6455431715291208e+18,frame_2027.jpeg,891.0,3491.0,-7220.0,1
1.6455431715859935e+18,frame_2028.jpeg,1072.0,3667.0,-7178.0,1
1.6455431716311058e+18,frame_2029.jpeg,671.0,3640.0,-6939.0,1
1.6455431716750717e+18,frame_2030.jpeg,1158.0,3960.0,-7265.0,1
1.6455431717288596e+18,frame_2031.jpeg,991.0,3642.0,-7081.0,1
1.645543171780721e+18,frame_2032.jpeg,1323.0,3440.0,-7120.0,1
1.6455431718284582e+18,frame_2033.jpeg,420.0,3150.0,-7447.0,1
1.6455431718796726e+18,frame_2034.jpeg,650.0,2870.0,-7790.0,1
1.6455431719290307e+18,frame_2035.jpeg,764.0,3139.0,-7912.0,1
1.6455431719848271e+18,frame_2036.jpeg,435.0,2706.0,-7421.0,1
1.645543172028584e+18,frame_2037.jpeg,442.0,2964.0,-7108.0,1
1.6455431720822538e+18,frame_2038.jpeg,871.0,3400.0,-7479.0,1
1.645543172128916e+18,frame_2039.jpeg,526.0,3309.0,-7628.0,1
