timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, BOLT_LEFT
1.6449324473156948e+18,frame_11459.jpeg,8440.0,1690.0,2971.0,1
1.644932447361475e+18,frame_11460.jpeg,8662.0,849.0,1721.0,1
1.6449324474143923e+18,frame_11461.jpeg,8107.0,634.0,1038.0,1
1.6449324474649329e+18,frame_11462.jpeg,7976.0,463.0,600.0,1
1.64493244751582e+18,frame_11463.jpeg,8371.0,297.0,-56.0,1
1.6449324475617395e+18,frame_11464.jpeg,7789.0,442.0,-107.0,1
1.6449324476151386e+18,frame_11465.jpeg,9226.0,10.0,-901.0,1
1.6449324476610017e+18,frame_11466.jpeg,8462.0,121.0,-921.0,1
1.6449324477174418e+18,frame_11467.jpeg,7856.0,-412.0,-1746.0,1
1.6449324477614415e+18,frame_11468.jpeg,7662.0,-517.0,-2563.0,1
1.6449324478123715e+18,frame_11469.jpeg,7609.0,141.0,-2894.0,1
1.6449324478683779e+18,frame_11470.jpeg,6976.0,-875.0,-3151.0,1
1.6449324479146637e+18,frame_11471.jpeg,7097.0,-1472.0,-4404.0,1
1.6449324479609467e+18,frame_11472.jpeg,5968.0,-1026.0,-3992.0,1
1.6449324480138404e+18,frame_11473.jpeg,6352.0,-1215.0,-3094.0,1
1.644932448066199e+18,frame_11474.jpeg,7619.0,-743.0,-1274.0,1
1.6449324481143265e+18,frame_11475.jpeg,9264.0,-1003.0,974.0,1
1.6449324481663754e+18,frame_11476.jpeg,11640.0,-965.0,2553.0,1
1.644932448216221e+18,frame_11477.jpeg,7591.0,-773.0,162.0,1
1.6449324482659313e+18,frame_11478.jpeg,7601.0,-251.0,1615.0,1
1.6449324483154232e+18,frame_11479.jpeg,7774.0,-661.0,1477.0,1
1.644932448369344e+18,frame_11480.jpeg,8523.0,-737.0,2526.0,1
1.6449324484194263e+18,frame_11481.jpeg,8387.0,-573.0,2875.0,1
1.644932448466496e+18,frame_11482.jpeg,7962.0,-692.0,2532.0,1
1.6449324485074929e+18,frame_11483.jpeg,7936.0,-154.0,1795.0,1
1.6449324486017014e+18,frame_11484.jpeg,8022.0,-161.0,1838.0,1
1.6449324486017014e+18,frame_11485.jpeg,8022.0,-161.0,1838.0,1
1.644932448657445e+18,frame_11486.jpeg,7969.0,-156.0,1889.0,1
1.6449324487225413e+18,frame_11487.jpeg,7835.0,-114.0,1927.0,1
1.6449324487675776e+18,frame_11488.jpeg,7304.0,217.0,1915.0,1
1.6449324488163402e+18,frame_11489.jpeg,7185.0,-2596.0,424.0,1
1.6449324488684498e+18,frame_11490.jpeg,7435.0,-2197.0,347.0,1
1.6449324489146831e+18,frame_11491.jpeg,8569.0,-747.0,1430.0,1
1.6449324489697533e+18,frame_11492.jpeg,7322.0,-971.0,3637.0,1
1.6449324490127793e+18,frame_11493.jpeg,9568.0,-29.0,2956.0,1
1.644932449068215e+18,frame_11494.jpeg,7703.0,239.0,2846.0,1
1.6449324491143506e+18,frame_11495.jpeg,7023.0,596.0,2653.0,1
1.644932449175213e+18,frame_11496.jpeg,7452.0,613.0,2665.0,1
1.6449324492155722e+18,frame_11497.jpeg,5940.0,2199.0,3111.0,1
1.6449324492687808e+18,frame_11498.jpeg,7250.0,1120.0,2746.0,1
1.644932449318284e+18,frame_11499.jpeg,7771.0,457.0,2967.0,1
1.6449324493691459e+18,frame_11500.jpeg,7974.0,-38.0,2678.0,1
1.6449324494173002e+18,frame_11501.jpeg,6757.0,205.0,1344.0,1
1.64493244944287e+18,frame_11502.jpeg,8128.0,331.0,1064.0,1
1.6449324495105802e+18,frame_11503.jpeg,8088.0,368.0,907.0,1
1.644932449565559e+18,frame_11504.jpeg,8211.0,414.0,1027.0,1
1.64493244961796e+18,frame_11505.jpeg,8724.0,-182.0,475.0,1
1.6449324496669445e+18,frame_11506.jpeg,8467.0,-2569.0,-3363.0,1
1.644932449717228e+18,frame_11507.jpeg,6858.0,-2839.0,-3622.0,1
1.6449324497674903e+18,frame_11508.jpeg,6181.0,-2312.0,-3741.0,1
1.6449324498159885e+18,frame_11509.jpeg,6169.0,-1819.0,-4236.0,1
1.644932449866606e+18,frame_11510.jpeg,4923.0,-2756.0,-4390.0,1
1.6449324499215496e+18,frame_11511.jpeg,5929.0,-2737.0,-3492.0,1
1.6449324499675643e+18,frame_11512.jpeg,5376.0,-2633.0,-3357.0,1
1.644932450018655e+18,frame_11513.jpeg,7045.0,-3698.0,-1292.0,1
1.6449324500671493e+18,frame_11514.jpeg,9094.0,-787.0,4179.0,1
1.64493245011829e+18,frame_11515.jpeg,9936.0,1489.0,6228.0,1
1.6449324501686216e+18,frame_11516.jpeg,8004.0,1874.0,5645.0,1
1.6449324502187226e+18,frame_11517.jpeg,5532.0,2555.0,4268.0,1
1.6449324502669235e+18,frame_11518.jpeg,-2193.0,6364.0,10154.0,1
1.6449324503198653e+18,frame_11519.jpeg,4414.0,-5139.0,-1352.0,1
1.6449324503715889e+18,frame_11520.jpeg,8997.0,-2726.0,1014.0,1
1.6449324504207575e+18,frame_11521.jpeg,5432.0,-2632.0,-1274.0,1
1.6449324504679516e+18,frame_11522.jpeg,8332.0,-2623.0,413.0,1
1.6449324505188319e+18,frame_11523.jpeg,7805.0,-3425.0,-49.0,1
1.6449324505672067e+18,frame_11524.jpeg,6632.0,-4705.0,-1354.0,1
1.6449324506154698e+18,frame_11525.jpeg,5357.0,-3425.0,-261.0,1
1.644932450667106e+18,frame_11526.jpeg,7889.0,-2918.0,489.0,1
1.6449324507158116e+18,frame_11527.jpeg,9230.0,-4155.0,741.0,1
1.6449324507936748e+18,frame_11528.jpeg,9357.0,-4461.0,714.0,1
1.6449324507936748e+18,frame_11529.jpeg,9357.0,-4461.0,714.0,1
1.6449324773016643e+18,frame_12058.jpeg,6564.0,382.0,5536.0,1
1.6449324773528566e+18,frame_12059.jpeg,7167.0,1287.0,3093.0,1
1.6449324774063306e+18,frame_12060.jpeg,6605.0,3293.0,3674.0,1
