timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, PICKUP_RIGHT
1.6449319480882606e+18,frame_1487.jpeg,5725.0,-653.0,-4723.0,1
1.6449319481399524e+18,frame_1488.jpeg,6333.0,-800.0,-4275.0,1
1.6449319481925768e+18,frame_1489.jpeg,6903.0,-417.0,-3643.0,1
1.644931948240951e+18,frame_1490.jpeg,6987.0,2.0,-2945.0,1
1.644931948293021e+18,frame_1491.jpeg,7152.0,336.0,-2750.0,1
1.6449319483378737e+18,frame_1492.jpeg,7154.0,386.0,-2761.0,1
1.6449319483889446e+18,frame_1493.jpeg,7142.0,549.0,-2755.0,1
1.644931948441757e+18,frame_1494.jpeg,7177.0,1195.0,-2797.0,1
1.644931948492908e+18,frame_1495.jpeg,7452.0,1054.0,-1796.0,1
1.6449319485447043e+18,frame_1496.jpeg,8264.0,1195.0,-483.0,1
1.6449319485913664e+18,frame_1497.jpeg,8463.0,2045.0,1197.0,1
1.6449319486438607e+18,frame_1498.jpeg,8026.0,2569.0,4058.0,1
1.644931948692119e+18,frame_1499.jpeg,7031.0,2981.0,6117.0,1
1.6449319487373404e+18,frame_1500.jpeg,5597.0,3040.0,7283.0,1
1.6449319488075197e+18,frame_1501.jpeg,4339.0,3359.0,7355.0,1
1.6449319488706478e+18,frame_1502.jpeg,4135.0,3397.0,7314.0,1
1.6449319488706478e+18,frame_1503.jpeg,4135.0,3397.0,7314.0,1
1.6449319489413468e+18,frame_1504.jpeg,3757.0,3610.0,6771.0,1
1.6449319489870182e+18,frame_1505.jpeg,2746.0,4081.0,7423.0,1
