timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, DELIVERY_RIGHT
1.6449318944771558e+18,frame_416.jpeg,2520.0,-43.0,6170.0,1
1.6449318945249695e+18,frame_417.jpeg,2820.0,-123.0,7253.0,1
1.6449318945726538e+18,frame_418.jpeg,3248.0,-71.0,7806.0,1
1.6449318946219046e+18,frame_419.jpeg,3773.0,-209.0,8341.0,1
1.644931894675485e+18,frame_420.jpeg,4042.0,-242.0,7973.0,1
1.6449318947248136e+18,frame_421.jpeg,3651.0,-566.0,7645.0,1
1.644931894776707e+18,frame_422.jpeg,3866.0,-1036.0,7379.0,1
1.6449318948240847e+18,frame_423.jpeg,3564.0,-1511.0,8200.0,1
1.6449318948774602e+18,frame_424.jpeg,3108.0,-1119.0,8741.0,1
1.6449318949253924e+18,frame_425.jpeg,2516.0,-866.0,8412.0,1
1.644931894972727e+18,frame_426.jpeg,2002.0,-928.0,8046.0,1
1.6449318950256983e+18,frame_427.jpeg,1970.0,-1365.0,7781.0,1
1.6449318950737958e+18,frame_428.jpeg,2520.0,-1218.0,8024.0,1
1.6449318951244385e+18,frame_429.jpeg,2999.0,-897.0,8238.0,1
1.6449318951717414e+18,frame_430.jpeg,3234.0,-765.0,7940.0,1
1.644931895221735e+18,frame_431.jpeg,3261.0,-456.0,7492.0,1
1.6449318952743432e+18,frame_432.jpeg,3016.0,-441.0,7663.0,1
1.6449318953279665e+18,frame_433.jpeg,2577.0,-397.0,8035.0,1
1.6449318953744604e+18,frame_434.jpeg,2434.0,-450.0,8442.0,1
1.644931895424115e+18,frame_435.jpeg,2714.0,-294.0,8129.0,1
1.6449318954726892e+18,frame_436.jpeg,2888.0,-221.0,7559.0,1
1.644931895527433e+18,frame_437.jpeg,2822.0,-462.0,7679.0,1
1.6449318955749985e+18,frame_438.jpeg,2868.0,-693.0,7952.0,1
1.6449318956267156e+18,frame_439.jpeg,2859.0,-782.0,8114.0,1
1.644931895674127e+18,frame_440.jpeg,2878.0,-773.0,8068.0,1
1.644931895724198e+18,frame_441.jpeg,2809.0,-698.0,7741.0,1
1.644931895773003e+18,frame_442.jpeg,2699.0,-835.0,7751.0,1
1.6449318958249866e+18,frame_443.jpeg,2656.0,-762.0,7759.0,1
1.644931895875599e+18,frame_444.jpeg,2657.0,-700.0,7930.0,1
1.6449318959292247e+18,frame_445.jpeg,2903.0,-927.0,7821.0,1
1.644931895979724e+18,frame_446.jpeg,2873.0,-1133.0,7867.0,1
1.64493189602283e+18,frame_447.jpeg,2941.0,-1153.0,7990.0,1
1.644931896075383e+18,frame_448.jpeg,2816.0,-1263.0,8049.0,1
1.6449318961265155e+18,frame_449.jpeg,2764.0,-1160.0,7947.0,1
1.6449318961736284e+18,frame_450.jpeg,2694.0,-1142.0,7712.0,1
1.6449318962271409e+18,frame_451.jpeg,2690.0,-1032.0,7590.0,1
1.6449318962762734e+18,frame_452.jpeg,2844.0,-884.0,7633.0,1
1.6449318963249234e+18,frame_453.jpeg,2967.0,-711.0,7566.0,1
1.644931896377476e+18,frame_454.jpeg,3051.0,-465.0,7623.0,1
1.6449318964288005e+18,frame_455.jpeg,3144.0,-98.0,7680.0,1
1.6449318964752323e+18,frame_456.jpeg,3072.0,-54.0,7768.0,1
1.6449318965245827e+18,frame_457.jpeg,3141.0,51.0,7702.0,1
1.6449318965739133e+18,frame_458.jpeg,3255.0,155.0,7686.0,1
1.6449318966263383e+18,frame_459.jpeg,3372.0,170.0,7725.0,1
1.6449318966771185e+18,frame_460.jpeg,3414.0,408.0,7742.0,1
1.644931896729687e+18,frame_461.jpeg,3292.0,521.0,7842.0,1
1.6449318967747072e+18,frame_462.jpeg,3201.0,603.0,7923.0,1
1.6449318968251436e+18,frame_463.jpeg,3151.0,615.0,7964.0,1
1.644931896874597e+18,frame_464.jpeg,3140.0,715.0,7999.0,1
1.6449318969246228e+18,frame_465.jpeg,3105.0,609.0,7933.0,1
1.644931896974258e+18,frame_466.jpeg,3059.0,585.0,7952.0,1
1.6449318970298555e+18,frame_467.jpeg,3011.0,691.0,8043.0,1
1.6449318970774653e+18,frame_468.jpeg,3033.0,862.0,7996.0,1
1.644931897127316e+18,frame_469.jpeg,3037.0,823.0,7875.0,1
1.64493189717454e+18,frame_470.jpeg,3018.0,790.0,7778.0,1
1.6449318972240963e+18,frame_471.jpeg,3025.0,715.0,7760.0,1
1.6449318972785605e+18,frame_472.jpeg,2995.0,709.0,7817.0,1
1.6449318973279706e+18,frame_473.jpeg,2863.0,699.0,7912.0,1
1.6449318973824753e+18,frame_474.jpeg,2751.0,715.0,8015.0,1
