timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, BOLT_RIGHT
1.644932640606728e+18,frame_15320.jpeg,1947.0,2385.0,-7480.0,1
1.6449326406589181e+18,frame_15321.jpeg,2182.0,2058.0,-7192.0,1
1.644932640708607e+18,frame_15322.jpeg,2172.0,1640.0,-7495.0,1
1.6449326407570463e+18,frame_15323.jpeg,2185.0,1979.0,-7568.0,1
1.644932640808969e+18,frame_15324.jpeg,2423.0,2182.0,-7364.0,1
1.6449326408589955e+18,frame_15325.jpeg,2168.0,2109.0,-7463.0,1
1.6449326409068247e+18,frame_15326.jpeg,2190.0,1975.0,-7487.0,1
1.6449326409607652e+18,frame_15327.jpeg,2290.0,1905.0,-7510.0,1
1.6449326410057142e+18,frame_15328.jpeg,2210.0,1801.0,-7435.0,1
1.6449326410599414e+18,frame_15329.jpeg,2175.0,1832.0,-7555.0,1
1.6449326411071212e+18,frame_15330.jpeg,2190.0,1802.0,-7417.0,1
1.6449326411586255e+18,frame_15331.jpeg,2312.0,1784.0,-7424.0,1
1.6449326412067438e+18,frame_15332.jpeg,2372.0,1802.0,-7446.0,1
1.6449326412607002e+18,frame_15333.jpeg,2293.0,1752.0,-7443.0,1
1.644932641308875e+18,frame_15334.jpeg,2301.0,1761.0,-7518.0,1
1.6449326413586452e+18,frame_15335.jpeg,2311.0,1793.0,-7390.0,1
1.6449326414068936e+18,frame_15336.jpeg,2338.0,1810.0,-7444.0,1
1.644932641460374e+18,frame_15337.jpeg,2326.0,1704.0,-7509.0,1
1.6449326415071242e+18,frame_15338.jpeg,2224.0,1631.0,-7497.0,1
1.6449326415577428e+18,frame_15339.jpeg,2370.0,1734.0,-7453.0,1
1.644932641607216e+18,frame_15340.jpeg,2314.0,1673.0,-7463.0,1
1.6449326416610604e+18,frame_15341.jpeg,2204.0,1578.0,-7519.0,1
1.6449326417065e+18,frame_15342.jpeg,2366.0,1649.0,-7424.0,1
1.6449326417581768e+18,frame_15343.jpeg,2287.0,1609.0,-7467.0,1
1.6449326418064087e+18,frame_15344.jpeg,2208.0,1566.0,-7561.0,1
1.6449326418611722e+18,frame_15345.jpeg,2338.0,1509.0,-7488.0,1
1.6449326419091615e+18,frame_15346.jpeg,2272.0,1520.0,-7468.0,1
1.644932641960252e+18,frame_15347.jpeg,2282.0,1572.0,-7608.0,1
1.6449326420129078e+18,frame_15348.jpeg,2335.0,1515.0,-7481.0,1
1.6449326420575898e+18,frame_15349.jpeg,2379.0,1494.0,-7494.0,1
1.644932642111283e+18,frame_15350.jpeg,2326.0,1538.0,-7491.0,1
1.644932642161396e+18,frame_15351.jpeg,2350.0,1560.0,-7418.0,1
1.6449326422139866e+18,frame_15352.jpeg,2434.0,1528.0,-7475.0,1
1.6449326422603133e+18,frame_15353.jpeg,2412.0,1527.0,-7421.0,1
1.6449326423118464e+18,frame_15354.jpeg,2302.0,1502.0,-7565.0,1
1.6449326423597033e+18,frame_15355.jpeg,2288.0,1444.0,-7577.0,1
1.6449326424120425e+18,frame_15356.jpeg,2245.0,1477.0,-7499.0,1
1.644932642459127e+18,frame_15357.jpeg,2530.0,1639.0,-7377.0,1
1.6449326425129477e+18,frame_15358.jpeg,2384.0,1514.0,-7457.0,1
