timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, DELIVERY_BIMANUAL
1.6449319384243743e+18,frame_1294.jpeg,5879.0,4334.0,-9020.0,1
1.644931938476657e+18,frame_1295.jpeg,4331.0,4108.0,-14115.0,1
1.644931938497066e+18,frame_1296.jpeg,6026.0,3882.0,-15074.0,1
1.6449319385806633e+18,frame_1297.jpeg,6962.0,3667.0,-15259.0,1
1.6449319386203868e+18,frame_1298.jpeg,5357.0,-206.0,-6951.0,1
1.644931938676322e+18,frame_1299.jpeg,3263.0,-2209.0,-747.0,1
1.6449319387283459e+18,frame_1300.jpeg,2726.0,-3929.0,2376.0,1
1.6449319387778657e+18,frame_1301.jpeg,2383.0,-4693.0,3380.0,1
1.644931938825403e+18,frame_1302.jpeg,2325.0,-4705.0,3451.0,1
1.6449319388876675e+18,frame_1303.jpeg,2295.0,-4667.0,3481.0,1
1.6449319389293862e+18,frame_1304.jpeg,1615.0,-1322.0,-667.0,1
1.6449319389776187e+18,frame_1305.jpeg,-3300.0,-158.0,-7059.0,1
1.6449319390291382e+18,frame_1306.jpeg,-3390.0,-804.0,-7587.0,1
1.644931939077232e+18,frame_1307.jpeg,-3911.0,-439.0,-8668.0,1
1.644931939129077e+18,frame_1308.jpeg,-2881.0,-1283.0,-8403.0,1
1.6449319391763474e+18,frame_1309.jpeg,-2005.0,-1421.0,-7902.0,1
1.644931939228455e+18,frame_1310.jpeg,-960.0,-838.0,-8255.0,1
1.6449319392749535e+18,frame_1311.jpeg,-879.0,-954.0,-8110.0,1
1.644931939328352e+18,frame_1312.jpeg,-1940.0,-1359.0,-7910.0,1
1.6449319393774154e+18,frame_1313.jpeg,-2216.0,-1625.0,-7956.0,1
1.6449319394293256e+18,frame_1314.jpeg,-2083.0,-1318.0,-7506.0,1
1.6449319394773427e+18,frame_1315.jpeg,-1078.0,-693.0,-7394.0,1
1.6449319395291295e+18,frame_1316.jpeg,-1046.0,388.0,-7882.0,1
1.6449319395753623e+18,frame_1317.jpeg,-1364.0,675.0,-8426.0,1
1.6449319396318956e+18,frame_1318.jpeg,-2564.0,632.0,-7696.0,1
1.644931939676264e+18,frame_1319.jpeg,-2200.0,519.0,-7805.0,1
1.6449319397313341e+18,frame_1320.jpeg,-1724.0,1228.0,-7820.0,1
1.6449319397773903e+18,frame_1321.jpeg,-1455.0,1891.0,-7938.0,1
1.6449319398304776e+18,frame_1322.jpeg,-1711.0,1795.0,-7882.0,1
1.6449319398762278e+18,frame_1323.jpeg,-1907.0,1352.0,-7448.0,1
1.6449319399307466e+18,frame_1324.jpeg,-2058.0,1465.0,-7474.0,1
1.6449319399778207e+18,frame_1325.jpeg,-1907.0,262.0,-7387.0,1
1.6449319400297892e+18,frame_1326.jpeg,-1118.0,-1217.0,-6835.0,1
1.6449319400760822e+18,frame_1327.jpeg,-803.0,-94.0,-7768.0,1
1.644931940130045e+18,frame_1328.jpeg,-904.0,911.0,-7991.0,1
1.6449319401753539e+18,frame_1329.jpeg,-1604.0,-215.0,-7297.0,1
1.644931940219323e+18,frame_1330.jpeg,-1391.0,-498.0,-7270.0,1
1.6449319402891999e+18,frame_1331.jpeg,-1340.0,-557.0,-7201.0,1
1.6449319402891999e+18,frame_1332.jpeg,-1340.0,-557.0,-7201.0,1
1.644931940375081e+18,frame_1333.jpeg,-1344.0,-627.0,-7146.0,1
1.644931940436118e+18,frame_1334.jpeg,-1522.0,-732.0,-7072.0,1
1.6449319404836516e+18,frame_1335.jpeg,-1954.0,-648.0,-7628.0,1
1.6449319405293711e+18,frame_1336.jpeg,2205.0,-5074.0,-2724.0,1
1.6449319405823217e+18,frame_1337.jpeg,4777.0,-4577.0,414.0,1
1.6449319406307794e+18,frame_1338.jpeg,6419.0,-3293.0,3403.0,1
1.6449319406814482e+18,frame_1339.jpeg,8150.0,-1886.0,7166.0,1
1.6449319407260703e+18,frame_1340.jpeg,7439.0,155.0,9108.0,1
1.6449319407841027e+18,frame_1341.jpeg,5522.0,651.0,9664.0,1
1.644931940829585e+18,frame_1342.jpeg,4290.0,872.0,9172.0,1
