timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, ASSEMBLY1_BIMANUAL
1.646150196253258e+18,frame_540.jpeg,3702.0,-1282.0,-7450.0,1
1.6461501963011976e+18,frame_541.jpeg,2880.0,-1497.0,-6438.0,1
1.6461501963518326e+18,frame_542.jpeg,3295.0,-989.0,-7620.0,1
1.6461501964027443e+18,frame_543.jpeg,2809.0,-1107.0,-7171.0,1
1.6461501964533204e+18,frame_544.jpeg,3062.0,-1260.0,-7377.0,1
1.6461501965021164e+18,frame_545.jpeg,3219.0,-996.0,-7334.0,1
1.6461501965527337e+18,frame_546.jpeg,3269.0,-603.0,-6916.0,1
1.6461501966039747e+18,frame_547.jpeg,3412.0,-27.0,-6712.0,1
1.6461501966546834e+18,frame_548.jpeg,4283.0,572.0,-6902.0,1
1.6461501966991946e+18,frame_549.jpeg,4513.0,1110.0,-6769.0,1
1.646150196748185e+18,frame_550.jpeg,4339.0,1245.0,-6629.0,1
1.646150196789664e+18,frame_551.jpeg,4246.0,1280.0,-6600.0,1
1.6461501968491359e+18,frame_552.jpeg,4174.0,1309.0,-6579.0,1
1.6461501969094735e+18,frame_553.jpeg,4117.0,1340.0,-6566.0,1
1.6461501969583747e+18,frame_554.jpeg,4113.0,1360.0,-6552.0,1
1.6461501969966564e+18,frame_555.jpeg,4141.0,1444.0,-6544.0,1
1.6461501970684616e+18,frame_556.jpeg,4227.0,1607.0,-6533.0,1
1.64615019711131e+18,frame_557.jpeg,4242.0,1802.0,-6480.0,1
1.646150197187081e+18,frame_558.jpeg,4214.0,1876.0,-6455.0,1
1.646150197187081e+18,frame_559.jpeg,4214.0,1876.0,-6455.0,1
1.646150197257107e+18,frame_560.jpeg,4178.0,1943.0,-6419.0,1
1.6461501973069763e+18,frame_561.jpeg,4160.0,2006.0,-6391.0,1
1.646150197360251e+18,frame_562.jpeg,4172.0,2067.0,-6379.0,1
1.6461501974106058e+18,frame_563.jpeg,4300.0,2287.0,-6323.0,1
1.6461501974469568e+18,frame_564.jpeg,4368.0,2348.0,-6285.0,1
1.646150197508651e+18,frame_565.jpeg,4466.0,2410.0,-6235.0,1
1.646150197552976e+18,frame_566.jpeg,9771.0,1983.0,-1493.0,1
1.6461501976058173e+18,frame_567.jpeg,9475.0,2286.0,-1723.0,1
1.6461501976555622e+18,frame_568.jpeg,9052.0,2044.0,-2452.0,1
1.6461501977064515e+18,frame_569.jpeg,8061.0,1188.0,-2682.0,1
1.6461501977552622e+18,frame_570.jpeg,6659.0,437.0,-3139.0,1
1.64615019780571e+18,frame_571.jpeg,6017.0,-719.0,-3145.0,1
1.6461501978532718e+18,frame_572.jpeg,4660.0,-1789.0,-3105.0,1
1.646150197905959e+18,frame_573.jpeg,4302.0,-2507.0,-3562.0,1
1.6461501979522516e+18,frame_574.jpeg,3916.0,-3667.0,-4181.0,1
1.646150198009138e+18,frame_575.jpeg,3617.0,-4515.0,-4099.0,1
1.6461501980555738e+18,frame_576.jpeg,4000.0,-5013.0,-3886.0,1
1.6461501981055283e+18,frame_577.jpeg,3099.0,-5042.0,-3860.0,1
1.6461501981560612e+18,frame_578.jpeg,4127.0,-5112.0,-4072.0,1
1.6461501982045742e+18,frame_579.jpeg,4135.0,-5107.0,-3986.0,1
1.6461501982539876e+18,frame_580.jpeg,3821.0,-4920.0,-4203.0,1
1.6461501983061955e+18,frame_581.jpeg,3231.0,-5281.0,-5517.0,1
1.6461501983569206e+18,frame_582.jpeg,3423.0,-5701.0,-5082.0,1
1.646150198405979e+18,frame_583.jpeg,2162.0,-5613.0,-4973.0,1
1.6461501984508644e+18,frame_584.jpeg,2618.0,-5260.0,-4614.0,1
1.6461501985062444e+18,frame_585.jpeg,464.0,-6270.0,-4663.0,1
1.646150198555082e+18,frame_586.jpeg,2698.0,-5314.0,-4334.0,1
1.6461501986056456e+18,frame_587.jpeg,790.0,-5972.0,-4967.0,1
1.646150198655027e+18,frame_588.jpeg,503.0,-6753.0,-5229.0,1
1.646150198704385e+18,frame_589.jpeg,848.0,-5792.0,-4601.0,1
1.6461501987545554e+18,frame_590.jpeg,1769.0,-5509.0,-4607.0,1
1.646150198809176e+18,frame_591.jpeg,4210.0,-4738.0,-2107.0,1
1.646150198855896e+18,frame_592.jpeg,5196.0,-5352.0,-4789.0,1
1.646150198904865e+18,frame_593.jpeg,7684.0,-6720.0,-4652.0,1
1.646150198961334e+18,frame_594.jpeg,5273.0,-4393.0,-3710.0,1
1.6461501990053627e+18,frame_595.jpeg,4654.0,-5091.0,-4350.0,1
1.6461501990587374e+18,frame_596.jpeg,6235.0,-5295.0,-3451.0,1
