timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, DELIVERY_RIGHT
1.6461508218885727e+18,frame_13037.jpeg,5321.0,2947.0,6142.0,1
1.6461508219322703e+18,frame_13038.jpeg,4754.0,2367.0,5833.0,1
1.6461508219881746e+18,frame_13039.jpeg,3692.0,2517.0,5949.0,1
1.646150822037669e+18,frame_13040.jpeg,3429.0,3166.0,6586.0,1
1.646150822084226e+18,frame_13041.jpeg,3392.0,3240.0,6911.0,1
1.6461508221369193e+18,frame_13042.jpeg,3728.0,2920.0,7032.0,1
1.646150822188614e+18,frame_13043.jpeg,3597.0,2584.0,6890.0,1
1.6461508222369661e+18,frame_13044.jpeg,3052.0,2786.0,6964.0,1
1.646150822287802e+18,frame_13045.jpeg,2905.0,2378.0,6832.0,1
1.646150822335041e+18,frame_13046.jpeg,3029.0,2319.0,6822.0,1
1.6461508223882102e+18,frame_13047.jpeg,3398.0,2232.0,6821.0,1
1.6461508224364247e+18,frame_13048.jpeg,3378.0,2434.0,6940.0,1
1.6461508224879283e+18,frame_13049.jpeg,3044.0,2116.0,7172.0,1
1.646150822540636e+18,frame_13050.jpeg,3124.0,2200.0,7361.0,1
1.646150822586284e+18,frame_13051.jpeg,3665.0,2292.0,7121.0,1
1.64615082264188e+18,frame_13052.jpeg,3146.0,2039.0,7186.0,1
1.6461508226883402e+18,frame_13053.jpeg,2873.0,2271.0,7420.0,1
1.6461508227460966e+18,frame_13054.jpeg,3610.0,2233.0,7239.0,1
1.6461508227860173e+18,frame_13055.jpeg,3617.0,2195.0,7416.0,1
1.646150822837571e+18,frame_13056.jpeg,2952.0,2020.0,7578.0,1
1.6461508228852052e+18,frame_13057.jpeg,3207.0,2038.0,7613.0,1
1.6461508229413768e+18,frame_13058.jpeg,3018.0,2341.0,7538.0,1
1.6461508229858148e+18,frame_13059.jpeg,2958.0,2228.0,7513.0,1
1.646150823040714e+18,frame_13060.jpeg,2780.0,2141.0,7510.0,1
1.6461508230867546e+18,frame_13061.jpeg,2767.0,1954.0,7445.0,1
1.6461508231400095e+18,frame_13062.jpeg,2723.0,2014.0,7616.0,1
1.6461508231856945e+18,frame_13063.jpeg,2226.0,2027.0,7899.0,1
1.6461508232432087e+18,frame_13064.jpeg,2183.0,2426.0,7343.0,1
1.6461508232899182e+18,frame_13065.jpeg,3488.0,1707.0,7919.0,1
1.646150823341138e+18,frame_13066.jpeg,360.0,3862.0,7662.0,1
1.6461508233875282e+18,frame_13067.jpeg,323.0,3151.0,9383.0,1
1.646150823436738e+18,frame_13068.jpeg,3046.0,1099.0,5449.0,1
1.646150823484482e+18,frame_13069.jpeg,3881.0,1325.0,6579.0,1
1.6461508235415473e+18,frame_13070.jpeg,1669.0,1817.0,8621.0,1
1.6461508235910346e+18,frame_13071.jpeg,1367.0,3237.0,7770.0,1
1.6461508236411374e+18,frame_13072.jpeg,455.0,2711.0,9242.0,1
1.646150823690239e+18,frame_13073.jpeg,546.0,3397.0,8497.0,1
1.6461508237402173e+18,frame_13074.jpeg,972.0,2571.0,7925.0,1
1.6461508237846653e+18,frame_13075.jpeg,-1354.0,3385.0,8136.0,1
1.646150823840692e+18,frame_13076.jpeg,1217.0,2933.0,8244.0,1
1.646150823886316e+18,frame_13077.jpeg,1144.0,3028.0,7733.0,1
1.6461508239406188e+18,frame_13078.jpeg,82.0,3065.0,7587.0,1
1.6461508239882775e+18,frame_13079.jpeg,1106.0,3001.0,7688.0,1
1.6461508240395402e+18,frame_13080.jpeg,1857.0,2731.0,7576.0,1
1.64615082408994e+18,frame_13081.jpeg,298.0,3248.0,8080.0,1
1.646150824140322e+18,frame_13082.jpeg,301.0,3579.0,8576.0,1
1.646150824192449e+18,frame_13083.jpeg,458.0,3270.0,8255.0,1
1.6461508242415027e+18,frame_13084.jpeg,404.0,3410.0,7940.0,1
1.646150824294056e+18,frame_13085.jpeg,492.0,3488.0,7977.0,1
1.6461508243413714e+18,frame_13086.jpeg,1112.0,3265.0,7938.0,1
1.6461508243949363e+18,frame_13087.jpeg,1048.0,2755.0,7510.0,1
1.6461508244357952e+18,frame_13088.jpeg,1347.0,2467.0,7513.0,1
1.646150824493785e+18,frame_13089.jpeg,1723.0,2953.0,7933.0,1
1.6461508245355236e+18,frame_13090.jpeg,1453.0,2459.0,7753.0,1
1.6461508245897121e+18,frame_13091.jpeg,1200.0,2542.0,7741.0,1
1.646150824640294e+18,frame_13092.jpeg,1643.0,2611.0,7803.0,1
1.6461508246932667e+18,frame_13093.jpeg,1688.0,2554.0,7669.0,1
1.646150824740515e+18,frame_13094.jpeg,1237.0,2547.0,7630.0,1
1.6461508247919048e+18,frame_13095.jpeg,1467.0,2754.0,7936.0,1
1.6461508248401032e+18,frame_13096.jpeg,1197.0,2689.0,8031.0,1
1.6461508248936202e+18,frame_13097.jpeg,779.0,2711.0,7979.0,1
1.6461508249401116e+18,frame_13098.jpeg,1066.0,2577.0,7947.0,1
1.6461508249946493e+18,frame_13099.jpeg,1105.0,2583.0,8016.0,1
1.646150825042197e+18,frame_13100.jpeg,1154.0,2541.0,8028.0,1
1.6461508250947553e+18,frame_13101.jpeg,1330.0,2575.0,7804.0,1
1.646150825139688e+18,frame_13102.jpeg,1369.0,2365.0,7785.0,1
1.6461508251931438e+18,frame_13103.jpeg,1229.0,2859.0,7878.0,1
1.6461508252394414e+18,frame_13104.jpeg,1317.0,2665.0,7852.0,1
1.646150825294096e+18,frame_13105.jpeg,896.0,2720.0,8279.0,1
