timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, PICKUP_RIGHT
1.6461502060124913e+18,frame_735.jpeg,3635.0,1173.0,-6991.0,1
1.6461502060678725e+18,frame_736.jpeg,3411.0,1101.0,-7054.0,1
1.6461502061126008e+18,frame_737.jpeg,3343.0,839.0,-7040.0,1
1.646150206166625e+18,frame_738.jpeg,3330.0,882.0,-7070.0,1
1.6461502062184276e+18,frame_739.jpeg,3384.0,726.0,-6974.0,1
1.6461502062664328e+18,frame_740.jpeg,3435.0,665.0,-6919.0,1
1.6461502063122455e+18,frame_741.jpeg,3482.0,656.0,-7091.0,1
1.6461502063645996e+18,frame_742.jpeg,3507.0,725.0,-7145.0,1
1.6461502064109862e+18,frame_743.jpeg,3598.0,735.0,-7083.0,1
1.646150206469871e+18,frame_744.jpeg,3444.0,722.0,-7115.0,1
1.646150206516165e+18,frame_745.jpeg,3558.0,781.0,-7002.0,1
1.6461502065666499e+18,frame_746.jpeg,3859.0,770.0,-6688.0,1
1.6461502066118272e+18,frame_747.jpeg,4101.0,963.0,-6634.0,1
1.6461502066664522e+18,frame_748.jpeg,4419.0,838.0,-6650.0,1
1.6461502067136694e+18,frame_749.jpeg,4250.0,974.0,-6571.0,1
1.6461502067667382e+18,frame_750.jpeg,4354.0,730.0,-6776.0,1
1.6461502068136742e+18,frame_751.jpeg,4868.0,884.0,-7226.0,1
1.646150206871761e+18,frame_752.jpeg,5924.0,2614.0,-7224.0,1
1.6461502069155338e+18,frame_753.jpeg,7121.0,3504.0,-5003.0,1
1.646150206962597e+18,frame_754.jpeg,7283.0,3716.0,-4055.0,1
1.6461502070173023e+18,frame_755.jpeg,7826.0,3750.0,-3403.0,1
1.6461502070629476e+18,frame_756.jpeg,8225.0,3750.0,-2756.0,1
1.646150207116906e+18,frame_757.jpeg,7933.0,3160.0,-2557.0,1
1.646150207166527e+18,frame_758.jpeg,7628.0,2243.0,-2319.0,1
1.6461502077698184e+18,frame_770.jpeg,4671.0,-4018.0,-4457.0,1
1.6461502078175854e+18,frame_771.jpeg,3722.0,-4348.0,-4660.0,1
1.6461502078630912e+18,frame_772.jpeg,3876.0,-4463.0,-5374.0,1
1.6461502079209226e+18,frame_773.jpeg,2794.0,-4684.0,-5207.0,1
1.646150207968013e+18,frame_774.jpeg,874.0,-5238.0,-4869.0,1
1.6461502080200364e+18,frame_775.jpeg,463.0,-5582.0,-5421.0,1
1.6461502080693532e+18,frame_776.jpeg,666.0,-5025.0,-6445.0,1
1.6461502081169505e+18,frame_777.jpeg,622.0,-4503.0,-6211.0,1
1.646150208165253e+18,frame_778.jpeg,540.0,-4986.0,-6250.0,1
1.646150208216468e+18,frame_779.jpeg,772.0,-5265.0,-5819.0,1
1.6461502082665656e+18,frame_780.jpeg,987.0,-5056.0,-6805.0,1
1.646150208316902e+18,frame_781.jpeg,-525.0,-4675.0,-6138.0,1
1.6461502083627453e+18,frame_782.jpeg,302.0,-4224.0,-5813.0,1
1.6461502084144998e+18,frame_783.jpeg,-1537.0,-4676.0,-6608.0,1
1.6461502084664276e+18,frame_784.jpeg,-1541.0,-4897.0,-7115.0,1
1.6461502085174052e+18,frame_785.jpeg,895.0,-4325.0,-7488.0,1
1.6461502085692242e+18,frame_786.jpeg,1708.0,-4229.0,-6438.0,1
1.6461502086155387e+18,frame_787.jpeg,982.0,-4193.0,-6583.0,1
1.6461502086726484e+18,frame_788.jpeg,1888.0,-4458.0,-7406.0,1
1.6461502087198694e+18,frame_789.jpeg,832.0,-4344.0,-7041.0,1
1.6461502087690872e+18,frame_790.jpeg,-1213.0,-4317.0,-6372.0,1
1.6461502088157494e+18,frame_791.jpeg,-1510.0,-4006.0,-6511.0,1
1.6461502088689772e+18,frame_792.jpeg,-519.0,-3572.0,-7325.0,1
1.6461502089192614e+18,frame_793.jpeg,130.0,-3727.0,-7361.0,1
1.646150208970143e+18,frame_794.jpeg,-948.0,-4018.0,-7577.0,1
1.646150209018596e+18,frame_795.jpeg,24.0,-4140.0,-6919.0,1
1.6461502090686042e+18,frame_796.jpeg,249.0,-4431.0,-6641.0,1
1.6461502091179791e+18,frame_797.jpeg,682.0,-4352.0,-6662.0,1
1.646150209168749e+18,frame_798.jpeg,-68.0,-4062.0,-6596.0,1
1.6461502092166318e+18,frame_799.jpeg,-780.0,-4180.0,-6461.0,1
1.6461502092706668e+18,frame_800.jpeg,-825.0,-3712.0,-6828.0,1
1.646150209317773e+18,frame_801.jpeg,-249.0,-3594.0,-7488.0,1
1.6461502093716288e+18,frame_802.jpeg,570.0,-3427.0,-7329.0,1
1.6461502094207373e+18,frame_803.jpeg,3232.0,-3179.0,-6835.0,1
1.6461502094702866e+18,frame_804.jpeg,1463.0,-3516.0,-6860.0,1
1.6461502095222118e+18,frame_805.jpeg,728.0,-3719.0,-6904.0,1
1.646150209572125e+18,frame_806.jpeg,875.0,-3924.0,-6793.0,1
1.6461502096187804e+18,frame_807.jpeg,1603.0,-4175.0,-6252.0,1
1.6461502096682122e+18,frame_808.jpeg,1782.0,-4743.0,-6188.0,1
1.6461502097362532e+18,frame_809.jpeg,1935.0,-4678.0,-6257.0,1
1.6461502097719631e+18,frame_810.jpeg,2682.0,-665.0,-5443.0,1
1.646150209819037e+18,frame_811.jpeg,4236.0,623.0,-5787.0,1
1.6461502098717368e+18,frame_812.jpeg,3005.0,2504.0,-5623.0,1
1.6461502099199383e+18,frame_813.jpeg,4626.0,2998.0,-5664.0,1
1.6461502099705992e+18,frame_814.jpeg,6301.0,4023.0,-5877.0,1
1.6461502100177185e+18,frame_815.jpeg,6676.0,3328.0,-5372.0,1
1.646150210069477e+18,frame_816.jpeg,7724.0,2158.0,-2018.0,1
1.6461502101205816e+18,frame_817.jpeg,5206.0,2266.0,-3682.0,1
1.6461502101673347e+18,frame_818.jpeg,5622.0,1897.0,-4616.0,1
1.6461502102280343e+18,frame_819.jpeg,6756.0,4157.0,-3737.0,1
1.6461502102699692e+18,frame_820.jpeg,7038.0,4535.0,-3150.0,1
1.6461502103223987e+18,frame_821.jpeg,7032.0,4367.0,-2816.0,1
1.646150210370893e+18,frame_822.jpeg,7020.0,4262.0,-2248.0,1
1.6461502104240476e+18,frame_823.jpeg,6273.0,4261.0,-1826.0,1
1.6461502104703995e+18,frame_824.jpeg,7357.0,4335.0,-1493.0,1
1.6461502105214047e+18,frame_825.jpeg,7537.0,4129.0,-1203.0,1
1.646150210572237e+18,frame_826.jpeg,7872.0,3873.0,-803.0,1
1.6461502106246013e+18,frame_827.jpeg,7970.0,4000.0,-219.0,1
1.6461502106694894e+18,frame_828.jpeg,8096.0,4073.0,-117.0,1
1.6461502107254572e+18,frame_829.jpeg,7286.0,4163.0,-347.0,1
1.646150210768773e+18,frame_830.jpeg,7312.0,4153.0,-489.0,1
1.6461502108202286e+18,frame_831.jpeg,7298.0,3823.0,-551.0,1
1.646150210871332e+18,frame_832.jpeg,6869.0,3622.0,-773.0,1
1.646150210924321e+18,frame_833.jpeg,6506.0,3324.0,-1579.0,1
1.646150210970333e+18,frame_834.jpeg,5849.0,3251.0,-1418.0,1
1.6461502110244319e+18,frame_835.jpeg,5777.0,3662.0,-1706.0,1
1.646150211066084e+18,frame_836.jpeg,6312.0,3603.0,-1757.0,1
1.6461502111239373e+18,frame_837.jpeg,6910.0,3560.0,-1911.0,1
1.6461502111698757e+18,frame_838.jpeg,7431.0,3857.0,-1161.0,1
1.6461502112227635e+18,frame_839.jpeg,8034.0,4363.0,-877.0,1
1.6461502112692808e+18,frame_840.jpeg,7905.0,4395.0,-1398.0,1
1.6461502113238362e+18,frame_841.jpeg,7391.0,4103.0,-1731.0,1
1.6461502113701878e+18,frame_842.jpeg,7196.0,3996.0,-1859.0,1
1.6461502114245427e+18,frame_843.jpeg,6758.0,3735.0,-2074.0,1
1.6461502114698353e+18,frame_844.jpeg,6939.0,4010.0,-2080.0,1
1.6461502115209672e+18,frame_845.jpeg,6762.0,3851.0,-1787.0,1
1.6461502115695194e+18,frame_846.jpeg,6838.0,3969.0,-2220.0,1
1.646150211623207e+18,frame_847.jpeg,6233.0,3348.0,-2212.0,1
1.6461502116716452e+18,frame_848.jpeg,7132.0,3183.0,-2078.0,1
1.6461502117244424e+18,frame_849.jpeg,6062.0,3131.0,-2203.0,1
1.6461502117749158e+18,frame_850.jpeg,6814.0,3257.0,-4706.0,1
1.6461502118230205e+18,frame_851.jpeg,6374.0,3297.0,-3085.0,1
1.6461502118763174e+18,frame_852.jpeg,5708.0,1659.0,-3772.0,1
1.6461502119227436e+18,frame_853.jpeg,5231.0,2334.0,-3869.0,1
1.6461502119749184e+18,frame_854.jpeg,6085.0,2761.0,-3587.0,1
1.6461502120229445e+18,frame_855.jpeg,6222.0,2430.0,-3463.0,1
1.6461502120742994e+18,frame_856.jpeg,8072.0,3732.0,-2933.0,1
1.646150212123035e+18,frame_857.jpeg,6844.0,3458.0,-2644.0,1
1.6461502121725583e+18,frame_858.jpeg,7148.0,3519.0,-2608.0,1
1.6461502122242563e+18,frame_859.jpeg,7282.0,3516.0,-2989.0,1
1.6461502122731464e+18,frame_860.jpeg,7362.0,3674.0,-1134.0,1
1.646150212322551e+18,frame_861.jpeg,6695.0,3211.0,569.0,1
1.646150212371781e+18,frame_862.jpeg,5580.0,3653.0,595.0,1
1.646150212423305e+18,frame_863.jpeg,5506.0,4310.0,784.0,1
