timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, DELIVERY_BIMANUAL
1.6450217276973988e+18,frame_394.jpeg,6763.0,-1797.0,-6542.0,1
1.6450217277519578e+18,frame_395.jpeg,5875.0,-1937.0,-5920.0,1
1.645021727800458e+18,frame_396.jpeg,3951.0,-2578.0,-5318.0,1
1.6450217278674565e+18,frame_397.jpeg,3137.0,-2870.0,-5032.0,1
1.6450217279057142e+18,frame_398.jpeg,2867.0,-2959.0,-4854.0,1
1.6450217279389e+18,frame_399.jpeg,2571.0,-3064.0,-4676.0,1
1.6450217279980808e+18,frame_400.jpeg,2472.0,-3094.0,-4639.0,1
1.6450217279980808e+18,frame_401.jpeg,2472.0,-3094.0,-4639.0,1
1.645021728119808e+18,frame_402.jpeg,2370.0,-3115.0,-4607.0,1
1.6450217281602747e+18,frame_403.jpeg,2036.0,-3208.0,-4669.0,1
1.6450217282014927e+18,frame_404.jpeg,1488.0,-2952.0,-4983.0,1
1.6450217282563397e+18,frame_405.jpeg,-1065.0,-2975.0,-7387.0,1
1.6450217283005194e+18,frame_406.jpeg,-1414.0,-2344.0,-7397.0,1
1.645021728356403e+18,frame_407.jpeg,-1502.0,-2441.0,-7529.0,1
1.6450217284000407e+18,frame_408.jpeg,-2172.0,-2310.0,-7551.0,1
1.6450217284558636e+18,frame_409.jpeg,-2341.0,-2002.0,-7530.0,1
1.645021728499301e+18,frame_410.jpeg,-2357.0,-1753.0,-7712.0,1
1.6450217285550172e+18,frame_411.jpeg,-1896.0,-1693.0,-7604.0,1
1.6450217286000535e+18,frame_412.jpeg,-2579.0,-1624.0,-7311.0,1
1.645021728654667e+18,frame_413.jpeg,-2739.0,-1433.0,-7682.0,1
1.645021728701375e+18,frame_414.jpeg,-2952.0,-1490.0,-7701.0,1
1.6450217287543478e+18,frame_415.jpeg,-1645.0,-1188.0,-7802.0,1
1.6450217288109548e+18,frame_416.jpeg,-1483.0,-1166.0,-7715.0,1
1.6450217288540488e+18,frame_417.jpeg,-892.0,-933.0,-7984.0,1
1.645021728904078e+18,frame_418.jpeg,-1376.0,-960.0,-7938.0,1
1.645021728954004e+18,frame_419.jpeg,-1648.0,-608.0,-7854.0,1
1.6450217290053315e+18,frame_420.jpeg,-1862.0,-300.0,-7909.0,1
1.6450217290548764e+18,frame_421.jpeg,-2748.0,-39.0,-7693.0,1
1.6450217291054812e+18,frame_422.jpeg,-3158.0,-263.0,-7430.0,1
1.6450217291544276e+18,frame_423.jpeg,-3604.0,-298.0,-7174.0,1
1.645021729205117e+18,frame_424.jpeg,-3250.0,56.0,-7300.0,1
1.6450217292553487e+18,frame_425.jpeg,-3193.0,339.0,-7413.0,1
1.6450217293057938e+18,frame_426.jpeg,-2570.0,255.0,-7205.0,1
1.645021729354588e+18,frame_427.jpeg,-1795.0,451.0,-7420.0,1
1.645021729403479e+18,frame_428.jpeg,-1909.0,-26.0,-7375.0,1
1.6450217294533614e+18,frame_429.jpeg,-1807.0,172.0,-7908.0,1
1.645021729503501e+18,frame_430.jpeg,-2169.0,-340.0,-7993.0,1
1.6450217295523635e+18,frame_431.jpeg,-2574.0,-533.0,-7820.0,1
1.6450217296047908e+18,frame_432.jpeg,-773.0,-1013.0,-7698.0,1
1.6450217296560164e+18,frame_433.jpeg,-1443.0,-1415.0,-7521.0,1
1.64502172970287e+18,frame_434.jpeg,-1548.0,-1676.0,-7709.0,1
1.6450217297553436e+18,frame_435.jpeg,-1428.0,-1443.0,-7942.0,1
1.6450217298042934e+18,frame_436.jpeg,-1374.0,-1878.0,-7851.0,1
1.6450217298567247e+18,frame_437.jpeg,-1468.0,-1708.0,-7996.0,1
1.6450217299046538e+18,frame_438.jpeg,-241.0,-1825.0,-7974.0,1
1.645021729954705e+18,frame_439.jpeg,-15.0,-863.0,-8113.0,1
1.6450217300037448e+18,frame_440.jpeg,-349.0,-1124.0,-8040.0,1
1.6450217300552773e+18,frame_441.jpeg,-27.0,-1432.0,-7577.0,1
1.6450217301049728e+18,frame_442.jpeg,965.0,-1307.0,-7753.0,1
1.645021730155108e+18,frame_443.jpeg,1512.0,-446.0,-8065.0,1
1.6450217302044303e+18,frame_444.jpeg,1455.0,-953.0,-7631.0,1
1.6450217302557097e+18,frame_445.jpeg,267.0,-770.0,-7907.0,1
1.6450217303042588e+18,frame_446.jpeg,979.0,-369.0,-8170.0,1
1.6450217303552942e+18,frame_447.jpeg,702.0,-308.0,-8083.0,1
1.6450217304078838e+18,frame_448.jpeg,559.0,-325.0,-8009.0,1
1.6450217304617928e+18,frame_449.jpeg,593.0,-552.0,-7859.0,1
1.6450217305046413e+18,frame_450.jpeg,353.0,-711.0,-7605.0,1
1.6450217305563525e+18,frame_451.jpeg,508.0,-1053.0,-7647.0,1
1.6450217306033905e+18,frame_452.jpeg,901.0,-1384.0,-7346.0,1
