timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, PICKUP_LEFT
1.6450217487324616e+18,frame_814.jpeg,2178.0,3658.0,-5750.0,1
1.6450217487755482e+18,frame_815.jpeg,1241.0,3900.0,-6044.0,1
1.6450217488250732e+18,frame_816.jpeg,1508.0,4822.0,-6421.0,1
1.6450217488797056e+18,frame_817.jpeg,1697.0,5884.0,-6743.0,1
1.645021748930027e+18,frame_818.jpeg,1795.0,6088.0,-8722.0,1
1.6450217489801172e+18,frame_819.jpeg,2934.0,4561.0,-8685.0,1
1.6450217490317614e+18,frame_820.jpeg,6016.0,3099.0,-9975.0,1
1.645021749084978e+18,frame_821.jpeg,5532.0,1643.0,-8520.0,1
1.6450217491300754e+18,frame_822.jpeg,6499.0,269.0,-6655.0,1
1.645021749179538e+18,frame_823.jpeg,6671.0,-403.0,-4474.0,1
1.6450217492267958e+18,frame_824.jpeg,5576.0,-1297.0,-3325.0,1
1.6450217499300598e+18,frame_838.jpeg,6007.0,-3760.0,-3168.0,1
1.6450217499792218e+18,frame_839.jpeg,6607.0,-3769.0,-3490.0,1
1.6450217500296814e+18,frame_840.jpeg,6488.0,-4107.0,-3384.0,1
1.6450217500862774e+18,frame_841.jpeg,5540.0,-3832.0,-3228.0,1
1.6450217501263378e+18,frame_842.jpeg,6057.0,-3456.0,-3523.0,1
1.6450217501817393e+18,frame_843.jpeg,6742.0,-3546.0,-3034.0,1
1.6450217502285486e+18,frame_844.jpeg,5627.0,-3573.0,-3598.0,1
1.6450217502862308e+18,frame_845.jpeg,6648.0,-3934.0,-3107.0,1
1.6450217503323197e+18,frame_846.jpeg,6271.0,-3860.0,-3194.0,1
1.6450217503807383e+18,frame_847.jpeg,6234.0,-3678.0,-3267.0,1
1.645021750431649e+18,frame_848.jpeg,6328.0,-3714.0,-3226.0,1
1.645021750483302e+18,frame_849.jpeg,5721.0,-3733.0,-3294.0,1
1.6450217505367273e+18,frame_850.jpeg,5627.0,-3908.0,-3260.0,1
1.6450217505786353e+18,frame_851.jpeg,6136.0,-3769.0,-3238.0,1
1.6450217506337324e+18,frame_852.jpeg,6548.0,-4364.0,-3319.0,1
1.6450217506832788e+18,frame_853.jpeg,5922.0,-3115.0,-4023.0,1
1.645021750734129e+18,frame_854.jpeg,5822.0,-3053.0,-4763.0,1
1.6450217507839434e+18,frame_855.jpeg,5898.0,-3199.0,-4305.0,1
1.6450217508354184e+18,frame_856.jpeg,7333.0,-2410.0,-1384.0,1
1.6450217508851361e+18,frame_857.jpeg,7983.0,-2068.0,387.0,1
1.6450217509324168e+18,frame_858.jpeg,8057.0,-1141.0,2109.0,1
1.645021750979905e+18,frame_859.jpeg,7756.0,-360.0,3965.0,1
1.6450217510351857e+18,frame_860.jpeg,7368.0,46.0,4984.0,1
1.6450217510837033e+18,frame_861.jpeg,6681.0,50.0,5144.0,1
1.6450217511321452e+18,frame_862.jpeg,5550.0,101.0,5776.0,1
1.6450217511822927e+18,frame_863.jpeg,5433.0,-36.0,5918.0,1
1.6450217512339822e+18,frame_864.jpeg,4871.0,-253.0,6288.0,1
1.6450217512852288e+18,frame_865.jpeg,4472.0,-396.0,6653.0,1
1.6450217513338e+18,frame_866.jpeg,4115.0,-54.0,6997.0,1
1.6450217513803177e+18,frame_867.jpeg,4091.0,99.0,7201.0,1
1.6450217514371482e+18,frame_868.jpeg,3709.0,282.0,7264.0,1
1.645021751482287e+18,frame_869.jpeg,3381.0,730.0,7678.0,1
1.6450217515371249e+18,frame_870.jpeg,2146.0,1242.0,7944.0,1
1.645021751579576e+18,frame_871.jpeg,1585.0,1822.0,8061.0,1
1.645021751632689e+18,frame_872.jpeg,620.0,2701.0,8181.0,1
1.645021751682343e+18,frame_873.jpeg,454.0,3193.0,8316.0,1
1.6450217517349583e+18,frame_874.jpeg,124.0,3213.0,8246.0,1
1.64502175177982e+18,frame_875.jpeg,145.0,3278.0,8119.0,1
1.645021751832051e+18,frame_876.jpeg,316.0,3252.0,8027.0,1
1.6450217518788506e+18,frame_877.jpeg,289.0,3198.0,7894.0,1
1.645021751936408e+18,frame_878.jpeg,275.0,3157.0,7853.0,1
1.6450217519833329e+18,frame_879.jpeg,257.0,3217.0,7696.0,1
1.645021752034602e+18,frame_880.jpeg,590.0,2821.0,7817.0,1
1.6450217520868265e+18,frame_881.jpeg,518.0,2744.0,8056.0,1
1.6450217521309504e+18,frame_882.jpeg,1020.0,2328.0,7922.0,1
1.6450217521843292e+18,frame_883.jpeg,1047.0,2608.0,7858.0,1
1.6450217522327345e+18,frame_884.jpeg,801.0,2490.0,8050.0,1
1.6450217522841697e+18,frame_885.jpeg,677.0,2536.0,8259.0,1
1.6450217523331487e+18,frame_886.jpeg,436.0,2564.0,8215.0,1
1.6450217523835732e+18,frame_887.jpeg,712.0,2792.0,8196.0,1
1.6450217524325883e+18,frame_888.jpeg,1700.0,2039.0,8016.0,1
1.645021752485051e+18,frame_889.jpeg,1580.0,2240.0,7951.0,1
1.6450217525341202e+18,frame_890.jpeg,1567.0,2377.0,7961.0,1
1.6450217525829752e+18,frame_891.jpeg,2110.0,1758.0,7879.0,1
1.6450217526335434e+18,frame_892.jpeg,2283.0,1668.0,8490.0,1
1.6450217526831255e+18,frame_893.jpeg,2235.0,2088.0,8125.0,1
1.64502175273378e+18,frame_894.jpeg,1622.0,1803.0,8034.0,1
1.6450217527865636e+18,frame_895.jpeg,2556.0,1537.0,7561.0,1
1.64502175283391e+18,frame_896.jpeg,2060.0,1727.0,7528.0,1
1.6450217528884808e+18,frame_897.jpeg,2199.0,1840.0,7629.0,1
1.6450217529327926e+18,frame_898.jpeg,2285.0,1728.0,7842.0,1
1.6450217529855406e+18,frame_899.jpeg,2289.0,1803.0,7884.0,1
1.6450217530326876e+18,frame_900.jpeg,2389.0,1764.0,7962.0,1
1.6450217530834575e+18,frame_901.jpeg,2387.0,1900.0,8187.0,1
1.6450217531331725e+18,frame_902.jpeg,2309.0,2035.0,8257.0,1
1.6450217531881037e+18,frame_903.jpeg,2512.0,1771.0,7998.0,1
1.645021753231062e+18,frame_904.jpeg,2618.0,1699.0,7830.0,1
1.645021753286428e+18,frame_905.jpeg,2375.0,1788.0,7817.0,1
1.6450217533310367e+18,frame_906.jpeg,2021.0,1974.0,7899.0,1
1.6450217533863987e+18,frame_907.jpeg,1527.0,2207.0,8029.0,1
1.6450217534346929e+18,frame_908.jpeg,1771.0,1898.0,7923.0,1
1.645021753486515e+18,frame_909.jpeg,1998.0,1934.0,7866.0,1
1.645021753532854e+18,frame_910.jpeg,2062.0,2038.0,7929.0,1
1.6450217535861053e+18,frame_911.jpeg,2238.0,1864.0,8028.0,1
1.6450217536323018e+18,frame_912.jpeg,2286.0,1906.0,8045.0,1
1.645021753688445e+18,frame_913.jpeg,3021.0,1506.0,7640.0,1
1.6450217537361242e+18,frame_914.jpeg,3003.0,1626.0,7652.0,1
1.6450217537870438e+18,frame_915.jpeg,2798.0,1788.0,7780.0,1
1.6450217538357916e+18,frame_916.jpeg,2813.0,1706.0,7840.0,1
1.6450217538864312e+18,frame_917.jpeg,2916.0,1602.0,7776.0,1
1.645021753937e+18,frame_918.jpeg,2937.0,1621.0,7716.0,1
1.645021753985441e+18,frame_919.jpeg,2911.0,1647.0,7678.0,1
1.6450217540373281e+18,frame_920.jpeg,3189.0,1337.0,7611.0,1
1.6450217540868716e+18,frame_921.jpeg,3557.0,1127.0,7678.0,1
1.6450217541367447e+18,frame_922.jpeg,3053.0,1519.0,8040.0,1
1.6450217541855703e+18,frame_923.jpeg,2591.0,1421.0,8050.0,1
1.645021754236437e+18,frame_924.jpeg,2597.0,1518.0,7860.0,1
1.645021754286219e+18,frame_925.jpeg,2485.0,1113.0,7705.0,1
1.6450217543373678e+18,frame_926.jpeg,3055.0,806.0,7580.0,1
1.6450217543875023e+18,frame_927.jpeg,4524.0,-172.0,7052.0,1
1.6450217544376092e+18,frame_928.jpeg,5051.0,-1550.0,6505.0,1
1.6450217544869417e+18,frame_929.jpeg,6169.0,-2049.0,5829.0,1
1.6450217545370115e+18,frame_930.jpeg,6036.0,-1989.0,5692.0,1
1.6450217545855334e+18,frame_931.jpeg,5426.0,-1520.0,6855.0,1
1.6450217546327747e+18,frame_932.jpeg,3544.0,-609.0,7393.0,1
1.6450217546822822e+18,frame_933.jpeg,3868.0,-39.0,7562.0,1
1.645021754738535e+18,frame_934.jpeg,3332.0,-44.0,7775.0,1
1.6450217547863004e+18,frame_935.jpeg,3924.0,-368.0,7447.0,1
1.6450217548353078e+18,frame_936.jpeg,3679.0,-378.0,7349.0,1
1.6450217548859922e+18,frame_937.jpeg,3444.0,-565.0,7299.0,1
1.6450217549407355e+18,frame_938.jpeg,3854.0,-755.0,7445.0,1
1.645021754985693e+18,frame_939.jpeg,3722.0,-765.0,7440.0,1
1.6450217550378875e+18,frame_940.jpeg,3286.0,-498.0,7718.0,1
1.6450217550860582e+18,frame_941.jpeg,3134.0,-224.0,8191.0,1
1.645021755138652e+18,frame_942.jpeg,3152.0,-362.0,7826.0,1
1.6450217551848878e+18,frame_943.jpeg,3182.0,-275.0,7821.0,1
1.6450217552358804e+18,frame_944.jpeg,3108.0,-230.0,7718.0,1
1.6450217552889167e+18,frame_945.jpeg,2997.0,-139.0,7945.0,1
1.6450217553339484e+18,frame_946.jpeg,2640.0,-33.0,8150.0,1
1.645021755388761e+18,frame_947.jpeg,2515.0,-224.0,8102.0,1
1.6450217554392422e+18,frame_948.jpeg,2759.0,-270.0,7994.0,1
1.6450217554901814e+18,frame_949.jpeg,2863.0,-454.0,7732.0,1
1.6450217555388357e+18,frame_950.jpeg,2912.0,-516.0,7613.0,1
1.6450217555909125e+18,frame_951.jpeg,2707.0,-507.0,7732.0,1
1.6450217556399196e+18,frame_952.jpeg,2478.0,200.0,7055.0,1
1.6450217556896476e+18,frame_953.jpeg,2210.0,432.0,6290.0,1
1.645021755740761e+18,frame_954.jpeg,2027.0,1034.0,5537.0,1
1.645021755789657e+18,frame_955.jpeg,2195.0,1810.0,5260.0,1
1.6450217558379965e+18,frame_956.jpeg,1963.0,2891.0,5418.0,1
1.645021755889015e+18,frame_957.jpeg,4751.0,3293.0,6598.0,1
1.6450217559413594e+18,frame_958.jpeg,6941.0,3885.0,5976.0,1
1.6450217559884628e+18,frame_959.jpeg,9752.0,3368.0,3763.0,1
1.645021756039926e+18,frame_960.jpeg,10876.0,4165.0,2908.0,1
