timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, ASSEMBLY1_BIMANUAL
1.6450217424234737e+18,frame_688.jpeg,7307.0,-862.0,1954.0,1
1.645021742469444e+18,frame_689.jpeg,7206.0,-591.0,1729.0,1
1.6450217425212434e+18,frame_690.jpeg,7798.0,-826.0,1827.0,1
1.6450217425715978e+18,frame_691.jpeg,7572.0,-493.0,2325.0,1
1.645021742620793e+18,frame_692.jpeg,7783.0,-558.0,1903.0,1
1.6450217426679373e+18,frame_693.jpeg,8400.0,-428.0,1770.0,1
1.6450217427204636e+18,frame_694.jpeg,8087.0,-669.0,1966.0,1
1.6450217427731953e+18,frame_695.jpeg,8099.0,-863.0,2210.0,1
1.6450217428225677e+18,frame_696.jpeg,8462.0,-1452.0,2301.0,1
1.6450217428685202e+18,frame_697.jpeg,7852.0,-1749.0,1580.0,1
1.6450217429215089e+18,frame_698.jpeg,7855.0,-2167.0,931.0,1
1.645021742967217e+18,frame_699.jpeg,7564.0,-2449.0,764.0,1
1.6450217430173348e+18,frame_700.jpeg,7409.0,-2594.0,697.0,1
1.64502174306778e+18,frame_701.jpeg,7257.0,-2855.0,955.0,1
1.6450217431218248e+18,frame_702.jpeg,7370.0,-2760.0,860.0,1
1.645021743168076e+18,frame_703.jpeg,7597.0,-3031.0,807.0,1
1.6450217432221553e+18,frame_704.jpeg,7499.0,-3123.0,907.0,1
1.645021743272019e+18,frame_705.jpeg,7009.0,-2967.0,595.0,1
1.645021743321444e+18,frame_706.jpeg,7279.0,-3127.0,502.0,1
1.6450217433727468e+18,frame_707.jpeg,7373.0,-3090.0,670.0,1
1.6450217434208914e+18,frame_708.jpeg,7606.0,-3373.0,477.0,1
1.645021743475998e+18,frame_709.jpeg,7865.0,-3276.0,240.0,1
1.645021743521225e+18,frame_710.jpeg,7150.0,-3257.0,-201.0,1
1.6450217435734275e+18,frame_711.jpeg,7829.0,-3438.0,341.0,1
1.6450217436215055e+18,frame_712.jpeg,7379.0,-3202.0,281.0,1
1.645021743676242e+18,frame_713.jpeg,6975.0,-2667.0,-85.0,1
1.6450217437209142e+18,frame_714.jpeg,7393.0,-2881.0,-42.0,1
1.6450217437781425e+18,frame_715.jpeg,7309.0,-3222.0,-566.0,1
1.6450217438205125e+18,frame_716.jpeg,7337.0,-3023.0,-328.0,1
1.645021743873021e+18,frame_717.jpeg,7366.0,-2859.0,-244.0,1
1.6450217439242168e+18,frame_718.jpeg,7273.0,-2709.0,-351.0,1
1.6450217439717028e+18,frame_719.jpeg,7576.0,-2908.0,-652.0,1
1.6450217440191974e+18,frame_720.jpeg,7318.0,-2692.0,-493.0,1
1.6450217440705236e+18,frame_721.jpeg,7191.0,-2448.0,-212.0,1
