timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, PICKUP_RIGHT
1.645021741042596e+18,frame_661.jpeg,6368.0,5344.0,-808.0,1
1.6450217411384799e+18,frame_662.jpeg,6510.0,5306.0,-964.0,1
1.645021741172239e+18,frame_663.jpeg,6667.0,5260.0,-1064.0,1
1.6450217412156918e+18,frame_664.jpeg,6456.0,5024.0,-1378.0,1
1.6450217412711068e+18,frame_665.jpeg,5700.0,4560.0,-3198.0,1
1.645021741318968e+18,frame_666.jpeg,7533.0,1413.0,-3805.0,1
1.645021741367553e+18,frame_667.jpeg,7364.0,1624.0,-3434.0,1
1.6450217414201592e+18,frame_668.jpeg,8771.0,1234.0,-3662.0,1
1.6450217414686518e+18,frame_669.jpeg,9419.0,1108.0,-2665.0,1
1.6450217415169513e+18,frame_670.jpeg,10688.0,1314.0,-1454.0,1
1.645021741571611e+18,frame_671.jpeg,10800.0,1740.0,1419.0,1
1.6450217416203484e+18,frame_672.jpeg,8977.0,1655.0,2702.0,1
1.6450217416667917e+18,frame_673.jpeg,6811.0,1567.0,2712.0,1
1.6450217417230354e+18,frame_674.jpeg,5986.0,599.0,1825.0,1
1.645021741767824e+18,frame_675.jpeg,4946.0,166.0,2139.0,1
1.645021741817536e+18,frame_676.jpeg,5472.0,487.0,3227.0,1
1.6450217418682552e+18,frame_677.jpeg,7448.0,675.0,3478.0,1
