timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, BOLT_RIGHT
1.6450232309522757e+18,frame_6157.jpeg,2599.0,2375.0,-7285.0,1
1.6450232310003676e+18,frame_6158.jpeg,2490.0,2156.0,-7434.0,1
1.6450232310464525e+18,frame_6159.jpeg,2315.0,2207.0,-7316.0,1
1.6450232310984689e+18,frame_6160.jpeg,2562.0,1952.0,-7292.0,1
1.6450232311486833e+18,frame_6161.jpeg,2397.0,1873.0,-7464.0,1
1.6450232312001948e+18,frame_6162.jpeg,2552.0,1506.0,-7342.0,1
1.6450232312540733e+18,frame_6163.jpeg,2398.0,1621.0,-7729.0,1
1.6450232313024064e+18,frame_6164.jpeg,2411.0,1494.0,-7666.0,1
1.645023231354098e+18,frame_6165.jpeg,2106.0,1718.0,-7469.0,1
1.6450232314026289e+18,frame_6166.jpeg,1968.0,1937.0,-7563.0,1
1.6450232314496274e+18,frame_6167.jpeg,2013.0,2137.0,-7339.0,1
1.64502323150023e+18,frame_6168.jpeg,2064.0,1902.0,-7457.0,1
1.6450232315573225e+18,frame_6169.jpeg,2433.0,1770.0,-7443.0,1
1.645023231600041e+18,frame_6170.jpeg,2475.0,1605.0,-7419.0,1
1.6450232316527265e+18,frame_6171.jpeg,2614.0,1713.0,-7401.0,1
1.6450232317023273e+18,frame_6172.jpeg,2274.0,1987.0,-7368.0,1
1.6450232317487404e+18,frame_6173.jpeg,1882.0,1968.0,-7557.0,1
1.6450232318042662e+18,frame_6174.jpeg,2112.0,1780.0,-7437.0,1
1.645023231851492e+18,frame_6175.jpeg,2259.0,1728.0,-7513.0,1
1.6450232319016678e+18,frame_6176.jpeg,1935.0,1593.0,-7785.0,1
1.6450232319489905e+18,frame_6177.jpeg,1697.0,1712.0,-7686.0,1
1.645023232004542e+18,frame_6178.jpeg,1524.0,1909.0,-7629.0,1
1.6450232320516383e+18,frame_6179.jpeg,1651.0,1901.0,-7523.0,1
1.6450232321055406e+18,frame_6180.jpeg,1695.0,1800.0,-7582.0,1
1.6450232321527022e+18,frame_6181.jpeg,1888.0,1745.0,-7516.0,1
1.6450232322052756e+18,frame_6182.jpeg,2113.0,1490.0,-7574.0,1
1.645023232252773e+18,frame_6183.jpeg,2264.0,1412.0,-7569.0,1
1.6450232323021998e+18,frame_6184.jpeg,2433.0,1501.0,-7454.0,1
