timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, ASSEMBLY1_BIMANUAL
1.6455446496396664e+18,frame_530.jpeg,7776.0,-2664.0,-284.0,1
1.6455446496887132e+18,frame_531.jpeg,7223.0,-2739.0,-431.0,1
1.6455446497410903e+18,frame_532.jpeg,6973.0,-2950.0,-464.0,1
1.6455446497896753e+18,frame_533.jpeg,6616.0,-2908.0,-405.0,1
1.64554464983719e+18,frame_534.jpeg,6435.0,-2942.0,-777.0,1
1.6455446498893302e+18,frame_535.jpeg,6380.0,-3098.0,-1627.0,1
1.6455446499383007e+18,frame_536.jpeg,6999.0,-3449.0,-1677.0,1
1.645544649988624e+18,frame_537.jpeg,8091.0,-3229.0,-918.0,1
1.645544650036745e+18,frame_538.jpeg,8367.0,-3599.0,-448.0,1
1.6455446500890778e+18,frame_539.jpeg,7542.0,-3430.0,-117.0,1
1.645544650135342e+18,frame_540.jpeg,6414.0,-3458.0,-302.0,1
1.6455446501895273e+18,frame_541.jpeg,6663.0,-3441.0,-577.0,1
1.6455446502368325e+18,frame_542.jpeg,7276.0,-3549.0,-701.0,1
1.6455446502886387e+18,frame_543.jpeg,7596.0,-3658.0,-584.0,1
1.6455446503401009e+18,frame_544.jpeg,7246.0,-3707.0,-554.0,1
1.645544650389384e+18,frame_545.jpeg,7200.0,-3783.0,-518.0,1
1.6455446504418455e+18,frame_546.jpeg,7105.0,-3846.0,-780.0,1
1.6455446504886362e+18,frame_547.jpeg,7171.0,-3765.0,-636.0,1
1.6455446505399841e+18,frame_548.jpeg,7391.0,-4116.0,-408.0,1
1.6455446505892209e+18,frame_549.jpeg,7596.0,-3803.0,150.0,1
1.6455446506406991e+18,frame_550.jpeg,6724.0,-3985.0,580.0,1
1.6455446506906452e+18,frame_551.jpeg,6891.0,-4393.0,-66.0,1
1.6455446507410834e+18,frame_552.jpeg,6082.0,-4621.0,-669.0,1
1.6455446507916099e+18,frame_553.jpeg,5812.0,-4856.0,-1199.0,1
1.6455446508395146e+18,frame_554.jpeg,6003.0,-4850.0,-1275.0,1
1.6455446508895647e+18,frame_555.jpeg,5761.0,-4695.0,-1231.0,1
1.6455446509409948e+18,frame_556.jpeg,5976.0,-4722.0,-1817.0,1
1.6455446509903555e+18,frame_557.jpeg,5974.0,-5326.0,-2621.0,1
1.6455446510402967e+18,frame_558.jpeg,5814.0,-5121.0,-2281.0,1
1.6455446510895852e+18,frame_559.jpeg,5960.0,-4943.0,-2206.0,1
1.645544651140145e+18,frame_560.jpeg,5749.0,-5149.0,-2810.0,1
1.6455446511905577e+18,frame_561.jpeg,5279.0,-5170.0,-2906.0,1
1.645544651238987e+18,frame_562.jpeg,5078.0,-5195.0,-3108.0,1
1.6455446512898516e+18,frame_563.jpeg,4634.0,-5483.0,-3476.0,1
1.6455446513396646e+18,frame_564.jpeg,5372.0,-5236.0,-3050.0,1
1.6455446513941532e+18,frame_565.jpeg,5888.0,-4951.0,-2707.0,1
1.6455446514390927e+18,frame_566.jpeg,5940.0,-4889.0,-2940.0,1
1.645544651491568e+18,frame_567.jpeg,5722.0,-5199.0,-2809.0,1
