timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, HANDOVER_LEFT
1.6455450810778642e+18,frame_9148.jpeg,8026.0,-1996.0,-4559.0,1
1.6455450811279163e+18,frame_9149.jpeg,8251.0,-2227.0,-2862.0,1
1.645545081177804e+18,frame_9150.jpeg,8270.0,-2992.0,-2570.0,1
1.6455450812269673e+18,frame_9151.jpeg,7219.0,-3028.0,-1962.0,1
1.6455450812786606e+18,frame_9152.jpeg,7355.0,-4672.0,-2705.0,1
1.645545081332427e+18,frame_9153.jpeg,4944.0,-5204.0,-1918.0,1
1.6455450813785953e+18,frame_9154.jpeg,2912.0,-5542.0,-1884.0,1
1.6455450814306647e+18,frame_9155.jpeg,2423.0,-4502.0,-2789.0,1
1.6455450814780623e+18,frame_9156.jpeg,4248.0,-4205.0,-3519.0,1
1.6455450815316308e+18,frame_9157.jpeg,3375.0,-3268.0,-4452.0,1
1.645545081577097e+18,frame_9158.jpeg,5660.0,-3222.0,-4934.0,1
1.645545081632388e+18,frame_9159.jpeg,4591.0,-4441.0,-3628.0,1
1.6455450816796923e+18,frame_9160.jpeg,4332.0,-4706.0,-3486.0,1
1.6455450817324639e+18,frame_9161.jpeg,4937.0,-4808.0,-4004.0,1
1.645545081777717e+18,frame_9162.jpeg,5782.0,-5424.0,-2862.0,1
1.6455450818298066e+18,frame_9163.jpeg,5221.0,-5332.0,-3787.0,1
1.645545081881903e+18,frame_9164.jpeg,4183.0,-4675.0,-4004.0,1
1.6455450819300472e+18,frame_9165.jpeg,4844.0,-5672.0,-3873.0,1
1.6455450819877458e+18,frame_9166.jpeg,4955.0,-6053.0,-4025.0,1
1.6455450820265782e+18,frame_9167.jpeg,4941.0,-4760.0,-4347.0,1
1.6455450820851535e+18,frame_9168.jpeg,5188.0,-3569.0,-4626.0,1
1.6455450821324078e+18,frame_9169.jpeg,5034.0,-3716.0,-4445.0,1
1.6455450821795648e+18,frame_9170.jpeg,4455.0,-5265.0,-3437.0,1
1.645545082231775e+18,frame_9171.jpeg,3607.0,-6011.0,-4442.0,1
1.6455450822750164e+18,frame_9172.jpeg,3466.0,-6081.0,-4410.0,1
1.6455450823246193e+18,frame_9173.jpeg,4331.0,-6241.0,-4175.0,1
1.645545082368785e+18,frame_9174.jpeg,4331.0,-6350.0,-4196.0,1
1.6455450824124603e+18,frame_9175.jpeg,4237.0,-6481.0,-4180.0,1
1.6455450824124603e+18,frame_9176.jpeg,4237.0,-6481.0,-4180.0,1
1.6455450824124603e+18,frame_9177.jpeg,4237.0,-6481.0,-4180.0,1
1.6455450827143744e+18,frame_9178.jpeg,4084.0,-6614.0,-4156.0,1
1.6455450827143744e+18,frame_9179.jpeg,4084.0,-6614.0,-4156.0,1
1.6455450827143744e+18,frame_9180.jpeg,4084.0,-6614.0,-4156.0,1
1.6455450827288614e+18,frame_9181.jpeg,4171.0,-5398.0,-4358.0,1
1.6455450827790858e+18,frame_9182.jpeg,4003.0,-5642.0,-4435.0,1
1.6455450828289528e+18,frame_9183.jpeg,4079.0,-5473.0,-4278.0,1
1.645545082878424e+18,frame_9184.jpeg,3913.0,-5360.0,-4351.0,1
1.6455450829332844e+18,frame_9185.jpeg,4020.0,-5369.0,-4459.0,1
1.645545082984763e+18,frame_9186.jpeg,3913.0,-5396.0,-4472.0,1
1.6455450830297172e+18,frame_9187.jpeg,3804.0,-5435.0,-4579.0,1
1.645545083083392e+18,frame_9188.jpeg,4370.0,-5516.0,-4479.0,1
1.6455450831283387e+18,frame_9189.jpeg,3702.0,-5447.0,-4926.0,1
1.645545083187284e+18,frame_9190.jpeg,4069.0,-5009.0,-5373.0,1
1.6455450832301555e+18,frame_9191.jpeg,4328.0,-5246.0,-5429.0,1
1.6455450832837688e+18,frame_9192.jpeg,4434.0,-4760.0,-5409.0,1
1.645545083328055e+18,frame_9193.jpeg,4439.0,-5064.0,-5179.0,1
1.6455450833837535e+18,frame_9194.jpeg,3753.0,-5310.0,-4340.0,1
1.645545083430226e+18,frame_9195.jpeg,3555.0,-5510.0,-3505.0,1
1.6455450834829983e+18,frame_9196.jpeg,3680.0,-6434.0,-3434.0,1
1.645545083529232e+18,frame_9197.jpeg,4169.0,-6297.0,-2515.0,1
1.6455450835825103e+18,frame_9198.jpeg,4259.0,-6364.0,-1799.0,1
1.645545083629155e+18,frame_9199.jpeg,4095.0,-6395.0,-1659.0,1
1.6455450836837724e+18,frame_9200.jpeg,5077.0,-5368.0,-1496.0,1
1.6455450837294566e+18,frame_9201.jpeg,4495.0,-6136.0,-486.0,1
1.6455450837827948e+18,frame_9202.jpeg,4242.0,-6455.0,115.0,1
1.6455450838305708e+18,frame_9203.jpeg,4735.0,-6067.0,-313.0,1
1.6455450838829883e+18,frame_9204.jpeg,6254.0,-5741.0,-1018.0,1
