timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, PICKUP_RIGHT
1.6461471144400684e+18,frame_661.jpeg,16.0,-750.0,-8319.0,1
1.6461471144883825e+18,frame_662.jpeg,730.0,-855.0,-8199.0,1
1.6461471145409661e+18,frame_663.jpeg,927.0,-472.0,-7996.0,1
1.6461471145873224e+18,frame_664.jpeg,1093.0,-207.0,-7827.0,1
1.6461471146429153e+18,frame_665.jpeg,1696.0,-769.0,-8042.0,1
1.6461471146916654e+18,frame_666.jpeg,1745.0,-944.0,-7693.0,1
1.6461471147372303e+18,frame_667.jpeg,1572.0,-1189.0,-7876.0,1
1.6461471147876623e+18,frame_668.jpeg,2250.0,-1777.0,-7153.0,1
1.646147114838607e+18,frame_669.jpeg,2483.0,-1594.0,-7646.0,1
1.6461471148870973e+18,frame_670.jpeg,2390.0,-1879.0,-7677.0,1
1.6461471149387886e+18,frame_671.jpeg,2314.0,-1180.0,-7339.0,1
1.646147114988404e+18,frame_672.jpeg,2535.0,-1188.0,-7489.0,1
1.6461471150382712e+18,frame_673.jpeg,2524.0,-1370.0,-7954.0,1
1.646147115087988e+18,frame_674.jpeg,2227.0,-1147.0,-7243.0,1
1.6461471151394317e+18,frame_675.jpeg,2499.0,-1397.0,-7369.0,1
1.6461471151879452e+18,frame_676.jpeg,2595.0,-1378.0,-7706.0,1
1.6461471152418053e+18,frame_677.jpeg,2375.0,-1242.0,-7753.0,1
1.6461471152924063e+18,frame_678.jpeg,2298.0,-1106.0,-7331.0,1
1.646147115338246e+18,frame_679.jpeg,1297.0,-1207.0,-7275.0,1
1.6461471153942508e+18,frame_680.jpeg,2152.0,-1161.0,-7547.0,1
1.6461471154418798e+18,frame_681.jpeg,2570.0,-1497.0,-8085.0,1
1.6461471154926136e+18,frame_682.jpeg,2441.0,-884.0,-7708.0,1
1.646147115541673e+18,frame_683.jpeg,2412.0,-1284.0,-7469.0,1
1.6461471155928924e+18,frame_684.jpeg,2881.0,-777.0,-7717.0,1
1.6461471156427082e+18,frame_685.jpeg,2288.0,110.0,-7622.0,1
1.6461471166932925e+18,frame_706.jpeg,6035.0,-2866.0,-4476.0,1
1.6461471167405386e+18,frame_707.jpeg,6825.0,-2266.0,-3304.0,1
1.646147116791213e+18,frame_708.jpeg,6319.0,-2807.0,-4146.0,1
1.6461471168417902e+18,frame_709.jpeg,5468.0,-2789.0,-3836.0,1
1.6461471168917002e+18,frame_710.jpeg,6061.0,-2255.0,-3324.0,1
1.6461471169468572e+18,frame_711.jpeg,7266.0,-1984.0,-3600.0,1
