timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, ASSEMBLY2_BIMANUAL
1.6461471828193513e+18,frame_2027.jpeg,8110.0,4607.0,311.0,1
1.6461471828790428e+18,frame_2028.jpeg,7941.0,4833.0,-981.0,1
1.6461471829202043e+18,frame_2029.jpeg,5720.0,4778.0,-1788.0,1
1.646147182975779e+18,frame_2030.jpeg,5688.0,4242.0,-2765.0,1
1.6461471830242132e+18,frame_2031.jpeg,2748.0,2505.0,-4034.0,1
1.646147183077197e+18,frame_2032.jpeg,1857.0,2063.0,-3745.0,1
1.6461471831202204e+18,frame_2033.jpeg,1671.0,3771.0,-5726.0,1
1.6461471831753262e+18,frame_2034.jpeg,2351.0,4736.0,-7649.0,1
1.6461471832239534e+18,frame_2035.jpeg,2820.0,4914.0,-10886.0,1
1.646147183275602e+18,frame_2036.jpeg,2720.0,4992.0,-11948.0,1
1.646147183318915e+18,frame_2037.jpeg,4833.0,3914.0,-11543.0,1
1.6461471833760174e+18,frame_2038.jpeg,6008.0,1179.0,-6171.0,1
1.6461471834247084e+18,frame_2039.jpeg,1048.0,-274.0,-4754.0,1
1.6461471834750246e+18,frame_2040.jpeg,-2614.0,-2983.0,-5327.0,1
1.646147183525566e+18,frame_2041.jpeg,-2719.0,-3133.0,-7650.0,1
1.6461471835758584e+18,frame_2042.jpeg,2174.0,-2574.0,-7572.0,1
1.6461471836218714e+18,frame_2043.jpeg,2449.0,-3066.0,-7450.0,1
1.646147183676623e+18,frame_2044.jpeg,3586.0,-910.0,-7293.0,1
1.64614718373128e+18,frame_2045.jpeg,3881.0,-591.0,-7523.0,1
1.646147183775299e+18,frame_2046.jpeg,3786.0,680.0,-6063.0,1
1.6461471838280922e+18,frame_2047.jpeg,4531.0,1062.0,-4952.0,1
1.6461471838758008e+18,frame_2048.jpeg,4089.0,2109.0,-5674.0,1
1.6461471839285975e+18,frame_2049.jpeg,5023.0,3003.0,-6630.0,1
1.6461471839726715e+18,frame_2050.jpeg,4688.0,3836.0,-6251.0,1
1.6461471840239196e+18,frame_2051.jpeg,4339.0,2327.0,-4699.0,1
1.6461471840740352e+18,frame_2052.jpeg,7358.0,2509.0,-3257.0,1
1.646147184124502e+18,frame_2053.jpeg,6981.0,2136.0,-3683.0,1
1.6461471841755766e+18,frame_2054.jpeg,6892.0,2662.0,-5586.0,1
1.6461471842240878e+18,frame_2055.jpeg,6498.0,3022.0,-3826.0,1
1.646147184273215e+18,frame_2056.jpeg,6406.0,3722.0,-3681.0,1
1.6461471843262244e+18,frame_2057.jpeg,6832.0,3446.0,-2680.0,1
1.6461471843710902e+18,frame_2058.jpeg,6458.0,3354.0,-2423.0,1
1.646147184428127e+18,frame_2059.jpeg,6941.0,3933.0,-2766.0,1
1.646147184474693e+18,frame_2060.jpeg,7056.0,4353.0,-2528.0,1
1.6461471845301468e+18,frame_2061.jpeg,6259.0,3929.0,-2654.0,1
1.646147184575454e+18,frame_2062.jpeg,5424.0,3389.0,-2769.0,1
1.646147184629673e+18,frame_2063.jpeg,5835.0,3773.0,-3884.0,1
1.6461471846799286e+18,frame_2064.jpeg,5815.0,3704.0,-5093.0,1
1.6461471847235663e+18,frame_2065.jpeg,5001.0,2958.0,-5262.0,1
1.6461471847731236e+18,frame_2066.jpeg,3775.0,2654.0,-6455.0,1
1.6461471848271962e+18,frame_2067.jpeg,4099.0,2987.0,-5937.0,1
1.6461471848733084e+18,frame_2068.jpeg,3996.0,2870.0,-6531.0,1
1.6461471849282778e+18,frame_2069.jpeg,4008.0,2905.0,-6412.0,1
1.64614718497203e+18,frame_2070.jpeg,3016.0,2803.0,-6465.0,1
1.646147185024437e+18,frame_2071.jpeg,2869.0,2605.0,-6984.0,1
1.646147185078126e+18,frame_2072.jpeg,2917.0,2637.0,-6980.0,1
1.6461471851274872e+18,frame_2073.jpeg,3034.0,2459.0,-7029.0,1
1.6461471851734656e+18,frame_2074.jpeg,2700.0,2514.0,-6919.0,1
1.6461471852271857e+18,frame_2075.jpeg,3097.0,2403.0,-7021.0,1
1.6461471852737065e+18,frame_2076.jpeg,3123.0,2327.0,-7045.0,1
1.6461471853283574e+18,frame_2077.jpeg,3163.0,2185.0,-6926.0,1
1.6461471853774835e+18,frame_2078.jpeg,3165.0,2336.0,-7124.0,1
1.6461471854282952e+18,frame_2079.jpeg,3170.0,2283.0,-7095.0,1
1.6461471854783526e+18,frame_2080.jpeg,2806.0,2254.0,-6922.0,1
1.6461471855283922e+18,frame_2081.jpeg,3341.0,2101.0,-6955.0,1
1.6461471855815716e+18,frame_2082.jpeg,3497.0,1969.0,-7081.0,1
1.6461471856280003e+18,frame_2083.jpeg,3109.0,2003.0,-7022.0,1
1.6461471856773755e+18,frame_2084.jpeg,2941.0,2114.0,-6960.0,1
1.6461471857285335e+18,frame_2085.jpeg,3127.0,1866.0,-7051.0,1
1.6461471857820147e+18,frame_2086.jpeg,2782.0,1684.0,-7336.0,1
1.6461471858241498e+18,frame_2087.jpeg,2942.0,1693.0,-7192.0,1
1.6461471858761475e+18,frame_2088.jpeg,2612.0,1662.0,-7476.0,1
1.6461471859284086e+18,frame_2089.jpeg,2961.0,2078.0,-7131.0,1
1.6461471859778255e+18,frame_2090.jpeg,3157.0,1841.0,-7008.0,1
1.6461471860241859e+18,frame_2091.jpeg,3298.0,1801.0,-7246.0,1
1.6461471860765522e+18,frame_2092.jpeg,3259.0,2003.0,-7007.0,1
1.646147186128555e+18,frame_2093.jpeg,3054.0,1965.0,-7016.0,1
1.646147186177389e+18,frame_2094.jpeg,3549.0,1956.0,-7146.0,1
1.6461471862284751e+18,frame_2095.jpeg,2914.0,1965.0,-7041.0,1
1.6461471862775619e+18,frame_2096.jpeg,2814.0,1979.0,-6882.0,1
1.646147186328865e+18,frame_2097.jpeg,4344.0,2423.0,-6829.0,1
1.6461471863773056e+18,frame_2098.jpeg,3819.0,2604.0,-6383.0,1
1.6461471864290386e+18,frame_2099.jpeg,3659.0,2504.0,-6559.0,1
1.64614718647645e+18,frame_2100.jpeg,4347.0,2924.0,-6762.0,1
1.646147186525788e+18,frame_2101.jpeg,4081.0,3146.0,-6415.0,1
1.6461471865768911e+18,frame_2102.jpeg,4752.0,3362.0,-4044.0,1
1.6461471866272701e+18,frame_2103.jpeg,2851.0,3655.0,-4952.0,1
1.6461471866764562e+18,frame_2104.jpeg,-1713.0,3392.0,-8113.0,1
1.6461471867614781e+18,frame_2105.jpeg,-2440.0,3075.0,-7438.0,1
1.6461471867773156e+18,frame_2106.jpeg,-607.0,3560.0,-7130.0,1
1.6461471868277924e+18,frame_2107.jpeg,4062.0,4729.0,-7158.0,1
1.646147186877501e+18,frame_2108.jpeg,2688.0,4013.0,-7539.0,1
1.6461471869320125e+18,frame_2109.jpeg,1486.0,1919.0,-6973.0,1
1.646147186977757e+18,frame_2110.jpeg,1553.0,1679.0,-6736.0,1
1.6461471870323146e+18,frame_2111.jpeg,3788.0,1828.0,-7476.0,1
1.6461471870805307e+18,frame_2112.jpeg,3192.0,331.0,-6665.0,1
1.6461471871312794e+18,frame_2113.jpeg,3494.0,890.0,-7011.0,1
1.6461471871763154e+18,frame_2114.jpeg,4197.0,906.0,-7209.0,1
1.646147187231423e+18,frame_2115.jpeg,4217.0,1477.0,-6652.0,1
1.6461471872759918e+18,frame_2116.jpeg,4259.0,2134.0,-6393.0,1
1.6461471873317184e+18,frame_2117.jpeg,5465.0,3426.0,-5268.0,1
1.6461471873807045e+18,frame_2118.jpeg,4400.0,3088.0,-5675.0,1
1.646147187432461e+18,frame_2119.jpeg,3926.0,3100.0,-5913.0,1
1.646147187480895e+18,frame_2120.jpeg,4339.0,3164.0,-5466.0,1
1.6461471875311977e+18,frame_2121.jpeg,4685.0,3198.0,-6051.0,1
1.6461471875800154e+18,frame_2122.jpeg,4467.0,2982.0,-5857.0,1
1.646147187630358e+18,frame_2123.jpeg,4103.0,2646.0,-6288.0,1
1.6461471876759782e+18,frame_2124.jpeg,4461.0,2989.0,-5799.0,1
1.6461471877314977e+18,frame_2125.jpeg,4352.0,3256.0,-5998.0,1
1.6461471877800535e+18,frame_2126.jpeg,4498.0,3377.0,-5555.0,1
1.6461471878303839e+18,frame_2127.jpeg,4229.0,3539.0,-5462.0,1
1.6461471878814262e+18,frame_2128.jpeg,4893.0,3907.0,-4935.0,1
1.6461471879310147e+18,frame_2129.jpeg,4860.0,3594.0,-5620.0,1
1.6461471879798244e+18,frame_2130.jpeg,4363.0,3398.0,-5308.0,1
1.6461471880313364e+18,frame_2131.jpeg,4254.0,3263.0,-5354.0,1
1.6461471880769405e+18,frame_2132.jpeg,5212.0,3665.0,-4708.0,1
1.6461471881312328e+18,frame_2133.jpeg,5928.0,4100.0,-3894.0,1
1.646147188176973e+18,frame_2134.jpeg,5906.0,4174.0,-3365.0,1
1.6461471882298778e+18,frame_2135.jpeg,6435.0,4157.0,-3500.0,1
1.6461471882812298e+18,frame_2136.jpeg,6512.0,3906.0,-3046.0,1
1.646147188329348e+18,frame_2137.jpeg,6788.0,3693.0,-3574.0,1
1.6461471883815004e+18,frame_2138.jpeg,6538.0,3748.0,-3173.0,1
1.646147188429644e+18,frame_2139.jpeg,6041.0,3495.0,-3467.0,1
1.6461471884824553e+18,frame_2140.jpeg,6207.0,3647.0,-3368.0,1
1.6461471885301225e+18,frame_2141.jpeg,6391.0,3731.0,-3091.0,1
1.646147188578519e+18,frame_2142.jpeg,6445.0,3700.0,-2996.0,1
1.6461471886305175e+18,frame_2143.jpeg,6629.0,3402.0,-3295.0,1
1.6461471886819986e+18,frame_2144.jpeg,6663.0,3376.0,-3376.0,1
1.6461471887305426e+18,frame_2145.jpeg,6208.0,3299.0,-3595.0,1
1.6461471887828698e+18,frame_2146.jpeg,6330.0,3145.0,-3468.0,1
1.6461471888307384e+18,frame_2147.jpeg,6689.0,2920.0,-3472.0,1
1.64614718887916e+18,frame_2148.jpeg,6423.0,2892.0,-3669.0,1
1.6461471889336622e+18,frame_2149.jpeg,6746.0,2834.0,-3367.0,1
1.6461471889797038e+18,frame_2150.jpeg,6554.0,2878.0,-3594.0,1
1.6461471890283072e+18,frame_2151.jpeg,6775.0,3106.0,-3151.0,1
1.6461471890847457e+18,frame_2152.jpeg,6920.0,3225.0,-3057.0,1
1.646147189129208e+18,frame_2153.jpeg,6370.0,2867.0,-3139.0,1
1.6461471891838984e+18,frame_2154.jpeg,6680.0,3061.0,-3122.0,1
1.6461471892300035e+18,frame_2155.jpeg,6749.0,2983.0,-3112.0,1
1.6461471892813327e+18,frame_2156.jpeg,7239.0,3277.0,-2596.0,1
1.6461471893283218e+18,frame_2157.jpeg,7125.0,2932.0,-2864.0,1
1.6461471893803543e+18,frame_2158.jpeg,6856.0,2701.0,-3134.0,1
1.6461471894284541e+18,frame_2159.jpeg,6944.0,2823.0,-3194.0,1
1.646147189483863e+18,frame_2160.jpeg,7169.0,2678.0,-2999.0,1
1.6461471895233347e+18,frame_2161.jpeg,7058.0,2937.0,-2688.0,1
1.646147189585906e+18,frame_2162.jpeg,7021.0,2905.0,-2689.0,1
1.6461471896282957e+18,frame_2163.jpeg,6855.0,2685.0,-2861.0,1
1.6461471896834435e+18,frame_2164.jpeg,6932.0,2622.0,-2942.0,1
1.6461471897308104e+18,frame_2165.jpeg,6532.0,2350.0,-3518.0,1
1.6461471897818898e+18,frame_2166.jpeg,6935.0,2413.0,-3819.0,1
1.6461471898332332e+18,frame_2167.jpeg,5716.0,1842.0,-4704.0,1
1.6461471898840983e+18,frame_2168.jpeg,5832.0,751.0,-4297.0,1
1.646147189932934e+18,frame_2169.jpeg,6791.0,1296.0,-5346.0,1
1.6461471899841595e+18,frame_2170.jpeg,6471.0,1148.0,-5424.0,1
1.6461471900295757e+18,frame_2171.jpeg,5720.0,761.0,-4928.0,1
1.6461471900840594e+18,frame_2172.jpeg,4459.0,115.0,-6146.0,1
1.6461471901356639e+18,frame_2173.jpeg,4263.0,-79.0,-5761.0,1
1.6461471901803722e+18,frame_2174.jpeg,4171.0,-790.0,-7046.0,1
1.6461471902369106e+18,frame_2175.jpeg,4178.0,-1258.0,-7201.0,1
1.646147190281944e+18,frame_2176.jpeg,4065.0,-653.0,-6964.0,1
1.6461471903312049e+18,frame_2177.jpeg,3230.0,-654.0,-7142.0,1
1.6461471903835794e+18,frame_2178.jpeg,2591.0,-455.0,-6929.0,1
1.6461471904353523e+18,frame_2179.jpeg,2849.0,-288.0,-6962.0,1
1.6461471904834378e+18,frame_2180.jpeg,2992.0,-490.0,-6944.0,1
1.6461471905355377e+18,frame_2181.jpeg,3334.0,-1099.0,-7337.0,1
1.646147190584057e+18,frame_2182.jpeg,4356.0,-1351.0,-7466.0,1
1.6461471906371791e+18,frame_2183.jpeg,3832.0,-1151.0,-7149.0,1
1.6461471906813348e+18,frame_2184.jpeg,3479.0,-913.0,-7065.0,1
1.6461471907370504e+18,frame_2185.jpeg,3555.0,-247.0,-7211.0,1
1.6461471907857165e+18,frame_2186.jpeg,3610.0,223.0,-7149.0,1
1.6461471908333368e+18,frame_2187.jpeg,4093.0,151.0,-6564.0,1
1.6461471908837228e+18,frame_2188.jpeg,3771.0,44.0,-7071.0,1
1.6461471909318044e+18,frame_2189.jpeg,4291.0,29.0,-7112.0,1
1.6461471909826747e+18,frame_2190.jpeg,3924.0,532.0,-7209.0,1
1.6461471910316027e+18,frame_2191.jpeg,3896.0,754.0,-6755.0,1
1.6461471910823217e+18,frame_2192.jpeg,3911.0,884.0,-6820.0,1
1.6461471911327058e+18,frame_2193.jpeg,3459.0,596.0,-6988.0,1
1.6461471911844352e+18,frame_2194.jpeg,3323.0,849.0,-7923.0,1
1.6461471912334833e+18,frame_2195.jpeg,2538.0,1708.0,-8641.0,1
1.6461471912869266e+18,frame_2196.jpeg,1742.0,2472.0,-8286.0,1
1.6461471913372936e+18,frame_2197.jpeg,3512.0,414.0,-5119.0,1
1.64614719138216e+18,frame_2198.jpeg,4451.0,-501.0,-3789.0,1
1.6461471914320266e+18,frame_2199.jpeg,3889.0,1441.0,-5431.0,1
1.6461471914863964e+18,frame_2200.jpeg,4480.0,4555.0,-10157.0,1
1.646147191534364e+18,frame_2201.jpeg,1817.0,2244.0,-8735.0,1
1.6461471915811108e+18,frame_2202.jpeg,-393.0,3445.0,-9242.0,1
1.6461471916365507e+18,frame_2203.jpeg,1963.0,5894.0,-11840.0,1
1.6461471916837855e+18,frame_2204.jpeg,5204.0,5967.0,-10549.0,1
1.6461471917388913e+18,frame_2205.jpeg,7712.0,3684.0,-6071.0,1
1.6461471917899023e+18,frame_2206.jpeg,8215.0,1844.0,-2161.0,1
1.6461471918321997e+18,frame_2207.jpeg,5991.0,-259.0,988.0,1
1.6461471918868498e+18,frame_2208.jpeg,3032.0,-2633.0,1934.0,1
1.6461471919323233e+18,frame_2209.jpeg,649.0,-4466.0,-62.0,1
1.6461471919870866e+18,frame_2210.jpeg,2169.0,-4201.0,-3288.0,1
1.6461471920358892e+18,frame_2211.jpeg,4425.0,-3614.0,-5595.0,1
1.6461471920858499e+18,frame_2212.jpeg,7249.0,-3346.0,-5265.0,1
1.6461471921379466e+18,frame_2213.jpeg,8876.0,-883.0,-3360.0,1
1.6461471921805484e+18,frame_2214.jpeg,7085.0,-678.0,-2899.0,1
1.646147192236285e+18,frame_2215.jpeg,7516.0,-588.0,-2903.0,1
1.6461471922856645e+18,frame_2216.jpeg,9072.0,1538.0,-1117.0,1
1.6461471923337528e+18,frame_2217.jpeg,10833.0,2540.0,-1212.0,1
1.6461471923867305e+18,frame_2218.jpeg,9117.0,1586.0,-1908.0,1
1.6461471924378875e+18,frame_2219.jpeg,8175.0,1085.0,-1984.0,1
1.6461471924876426e+18,frame_2220.jpeg,7056.0,690.0,-1184.0,1
1.646147192535148e+18,frame_2221.jpeg,7070.0,341.0,-2327.0,1
1.6461471925866368e+18,frame_2222.jpeg,7520.0,-248.0,-3178.0,1
1.6461471926358236e+18,frame_2223.jpeg,6147.0,-183.0,-3392.0,1
