timestamp,a_left_backPose,b_left_backPose,c_left_backPose,File Name
1.6463906638114117e+18,7588.0,611.0,1600.0,frame_1100.jpeg
1.6463906638585024e+18,8470.0,77.0,-55.0,frame_1101.jpeg
1.6463906639112586e+18,9145.0,-27.0,-132.0,frame_1102.jpeg
1.6463906639587305e+18,9323.0,-877.0,-615.0,frame_1103.jpeg
1.646390664010548e+18,10015.0,-2808.0,-905.0,frame_1104.jpeg
1.646390664060875e+18,8965.0,-4683.0,-539.0,frame_1105.jpeg
1.6463906641128988e+18,7436.0,-5425.0,-973.0,frame_1106.jpeg
1.646390664160934e+18,5455.0,-3739.0,-1991.0,frame_1107.jpeg
1.6463906642109084e+18,4362.0,-3582.0,-3757.0,frame_1108.jpeg
1.6463906642654236e+18,4267.0,-1399.0,-5043.0,frame_1109.jpeg
1.6463906643077304e+18,3060.0,-1004.0,-5222.0,frame_1110.jpeg
1.6463906643648914e+18,2111.0,153.0,-6265.0,frame_1111.jpeg
1.6463906644108547e+18,2153.0,775.0,-6750.0,frame_1112.jpeg
1.6463906644663163e+18,1308.0,-19.0,-6889.0,frame_1113.jpeg
1.6463906645109752e+18,850.0,1570.0,-8593.0,frame_1114.jpeg
1.6463906645548452e+18,823.0,1758.0,-8692.0,frame_1115.jpeg
1.6463906646147103e+18,736.0,1849.0,-8711.0,frame_1116.jpeg
1.64639066468219e+18,572.0,1718.0,-8705.0,frame_1117.jpeg
1.64639066468219e+18,572.0,1718.0,-8705.0,frame_1118.jpeg
1.6463906647780764e+18,406.0,1399.0,-8638.0,frame_1119.jpeg
1.6463906648227448e+18,310.0,1009.0,-8471.0,frame_1120.jpeg
1.6463906648894134e+18,300.0,681.0,-8265.0,frame_1121.jpeg
1.6463906649283313e+18,374.0,340.0,-8050.0,frame_1122.jpeg
1.646390664995562e+18,315.0,180.0,-7996.0,frame_1123.jpeg
1.646390665018961e+18,231.0,439.0,-7851.0,frame_1124.jpeg
1.6463906650629268e+18,2755.0,928.0,-7565.0,frame_1125.jpeg
1.6463906651107658e+18,3355.0,639.0,-7619.0,frame_1126.jpeg
1.6463906651640612e+18,3675.0,344.0,-7186.0,frame_1127.jpeg
1.6463906652104115e+18,4279.0,942.0,-6972.0,frame_1128.jpeg
