timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, PICKUP_LEFT
1.6461489698118308e+18,frame_3333.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3334.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3335.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3336.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3337.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3338.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3339.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3340.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3341.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3342.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3343.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3344.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3345.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3346.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3347.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3348.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3349.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3350.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3351.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3352.jpeg,7623.0,80.0,-2380.0,1
1.6461489698118308e+18,frame_3353.jpeg,7623.0,80.0,-2380.0,1
