timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, SCREW_RIGHT
1.6461489973252905e+18,frame_3884.jpeg,2388.0,1934.0,-7583.0,1
1.646148997381717e+18,frame_3885.jpeg,1425.0,1691.0,-7792.0,1
1.6461489974301665e+18,frame_3886.jpeg,3244.0,1578.0,-7178.0,1
1.6461489974760207e+18,frame_3887.jpeg,2746.0,1297.0,-7624.0,1
1.64614899753e+18,frame_3888.jpeg,2531.0,1359.0,-7365.0,1
1.6461489975738767e+18,frame_3889.jpeg,2466.0,1880.0,-7669.0,1
1.6461489976306934e+18,frame_3890.jpeg,1788.0,1209.0,-7466.0,1
1.6461489976784256e+18,frame_3891.jpeg,2795.0,1676.0,-7614.0,1
1.6461489977288092e+18,frame_3892.jpeg,1879.0,1703.0,-7602.0,1
1.6461489977785298e+18,frame_3893.jpeg,1457.0,1459.0,-7585.0,1
1.6461489978295877e+18,frame_3894.jpeg,2800.0,1761.0,-7410.0,1
1.6461489978797757e+18,frame_3895.jpeg,1798.0,1377.0,-7522.0,1
1.6461489979294863e+18,frame_3896.jpeg,3155.0,1431.0,-7373.0,1
1.6461489979803154e+18,frame_3897.jpeg,2337.0,1292.0,-7452.0,1
1.6461489980309637e+18,frame_3898.jpeg,2427.0,1270.0,-7449.0,1
1.6461489980808806e+18,frame_3899.jpeg,2393.0,1716.0,-7687.0,1
1.6461489981296486e+18,frame_3900.jpeg,1991.0,1409.0,-7424.0,1
1.6461489981775936e+18,frame_3901.jpeg,3149.0,1552.0,-7398.0,1
1.6461489982294676e+18,frame_3902.jpeg,2308.0,1508.0,-7599.0,1
1.6461489982725906e+18,frame_3903.jpeg,2004.0,1464.0,-7448.0,1
1.6461489983306132e+18,frame_3904.jpeg,2786.0,1484.0,-7552.0,1
1.6461489983784092e+18,frame_3905.jpeg,2975.0,1182.0,-7341.0,1
1.646148998428939e+18,frame_3906.jpeg,2133.0,1219.0,-7554.0,1
1.6461489984798474e+18,frame_3907.jpeg,1813.0,1207.0,-7772.0,1
1.6461489985308247e+18,frame_3908.jpeg,2499.0,1543.0,-7383.0,1
1.6461489985797007e+18,frame_3909.jpeg,2134.0,1222.0,-7606.0,1
1.646148998630648e+18,frame_3910.jpeg,2625.0,1266.0,-7356.0,1
1.6461489986780733e+18,frame_3911.jpeg,2244.0,1261.0,-7672.0,1
1.6461489987307118e+18,frame_3912.jpeg,2558.0,1249.0,-7436.0,1
1.6461489987792118e+18,frame_3913.jpeg,2310.0,1048.0,-7613.0,1
1.6461489988288092e+18,frame_3914.jpeg,2394.0,1337.0,-7429.0,1
1.6461489988817964e+18,frame_3915.jpeg,1783.0,1518.0,-7666.0,1
1.646148998930099e+18,frame_3916.jpeg,2518.0,1285.0,-7551.0,1
1.646148998979418e+18,frame_3917.jpeg,2559.0,1084.0,-7309.0,1
1.6461489990300442e+18,frame_3918.jpeg,2364.0,1296.0,-7805.0,1
1.6461489990830615e+18,frame_3919.jpeg,1492.0,1231.0,-7522.0,1
1.646148999128195e+18,frame_3920.jpeg,2466.0,1772.0,-7551.0,1
1.6461489991835607e+18,frame_3921.jpeg,2919.0,1064.0,-7314.0,1
1.6461489992321462e+18,frame_3922.jpeg,2369.0,1086.0,-7437.0,1
1.6461489992817892e+18,frame_3923.jpeg,2825.0,1448.0,-7568.0,1
1.6461489993321915e+18,frame_3924.jpeg,2677.0,1457.0,-7426.0,1
1.6461489993820485e+18,frame_3925.jpeg,1962.0,1365.0,-7658.0,1
1.6461489994333734e+18,frame_3926.jpeg,1960.0,1376.0,-7598.0,1
1.6461489994830275e+18,frame_3927.jpeg,2427.0,1534.0,-7507.0,1
1.646148999533374e+18,frame_3928.jpeg,3037.0,1324.0,-7496.0,1
1.6461489995813023e+18,frame_3929.jpeg,2610.0,977.0,-7413.0,1
1.646148999631687e+18,frame_3930.jpeg,1824.0,1139.0,-7784.0,1
1.6461489996842422e+18,frame_3931.jpeg,3043.0,1550.0,-7365.0,1
1.646148999731975e+18,frame_3932.jpeg,1896.0,1264.0,-7537.0,1
1.646148999778878e+18,frame_3933.jpeg,2205.0,1254.0,-7746.0,1
1.6461489998311493e+18,frame_3934.jpeg,1541.0,1233.0,-7626.0,1
1.6461489998808658e+18,frame_3935.jpeg,2616.0,1411.0,-7555.0,1
1.646148999930841e+18,frame_3936.jpeg,3069.0,859.0,-7389.0,1
1.6461489999813353e+18,frame_3937.jpeg,1917.0,986.0,-7621.0,1
1.6461490000311762e+18,frame_3938.jpeg,2852.0,1358.0,-7489.0,1
