timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, PICKUP_RIGHT
1.6461488640112028e+18,frame_1221.jpeg,4299.0,1837.0,-6378.0,1
1.6461488640583414e+18,frame_1222.jpeg,4135.0,1921.0,-6397.0,1
1.6461488641109558e+18,frame_1223.jpeg,4104.0,1873.0,-6291.0,1
1.6461488641591685e+18,frame_1224.jpeg,4412.0,2607.0,-6326.0,1
1.6461488642106593e+18,frame_1225.jpeg,5687.0,4181.0,-4244.0,1
1.6461488642609667e+18,frame_1226.jpeg,5846.0,4551.0,-3059.0,1
1.646148864312257e+18,frame_1227.jpeg,6982.0,5745.0,-3229.0,1
1.6461488643627784e+18,frame_1228.jpeg,6685.0,5337.0,-3365.0,1
1.646148864410749e+18,frame_1229.jpeg,9352.0,6880.0,-3792.0,1
1.6461488644456768e+18,frame_1230.jpeg,8800.0,6968.0,-3635.0,1
1.6461488645047096e+18,frame_1231.jpeg,8572.0,6813.0,-3657.0,1
1.6461488645593853e+18,frame_1232.jpeg,7262.0,4301.0,-2738.0,1
1.6461488648606968e+18,frame_1238.jpeg,5192.0,-884.0,-3441.0,1
1.6461488649293622e+18,frame_1239.jpeg,5035.0,-1230.0,-3549.0,1
1.6461488649293622e+18,frame_1240.jpeg,5035.0,-1230.0,-3549.0,1
1.6461488650057329e+18,frame_1241.jpeg,5105.0,-1333.0,-3573.0,1
1.6461488650676099e+18,frame_1242.jpeg,5141.0,-1431.0,-3551.0,1
1.6461488650676099e+18,frame_1243.jpeg,5141.0,-1431.0,-3551.0,1
1.6461488652273134e+18,frame_1244.jpeg,5234.0,-1446.0,-3509.0,1
1.6461488652273134e+18,frame_1245.jpeg,5234.0,-1446.0,-3509.0,1
1.6461488652723528e+18,frame_1246.jpeg,5360.0,-1409.0,-3468.0,1
1.6461488653245307e+18,frame_1247.jpeg,5509.0,-1336.0,-3429.0,1
1.646148865387844e+18,frame_1248.jpeg,5688.0,-1224.0,-3447.0,1
1.6461488654142198e+18,frame_1249.jpeg,6432.0,-1160.0,-3040.0,1
1.646148865465689e+18,frame_1250.jpeg,7426.0,-783.0,-2411.0,1
1.6461488655159012e+18,frame_1251.jpeg,7692.0,-1008.0,-1035.0,1
1.646148865560721e+18,frame_1252.jpeg,6826.0,-547.0,-1278.0,1
1.6461488656160952e+18,frame_1253.jpeg,6096.0,237.0,902.0,1
1.6461488656608934e+18,frame_1254.jpeg,10516.0,2287.0,2260.0,1
1.6461488657155924e+18,frame_1255.jpeg,9621.0,1471.0,3423.0,1
1.6461488657656102e+18,frame_1256.jpeg,8276.0,1265.0,3127.0,1
1.646148865815516e+18,frame_1257.jpeg,7935.0,1772.0,2928.0,1
1.6461488658607322e+18,frame_1258.jpeg,5188.0,932.0,3490.0,1
1.646148865916702e+18,frame_1259.jpeg,6913.0,1900.0,2359.0,1
1.6461488659654019e+18,frame_1260.jpeg,6964.0,1839.0,2823.0,1
1.6461488660120556e+18,frame_1261.jpeg,7880.0,1498.0,3205.0,1
1.6461488660641198e+18,frame_1262.jpeg,7068.0,1032.0,3905.0,1
1.6461488661102564e+18,frame_1263.jpeg,9289.0,1932.0,1292.0,1
1.646148866160162e+18,frame_1264.jpeg,8285.0,1739.0,-91.0,1
1.6461488662117304e+18,frame_1265.jpeg,8686.0,1482.0,-382.0,1
1.6461488662613225e+18,frame_1266.jpeg,8864.0,1522.0,-398.0,1
1.6461488662613225e+18,frame_1267.jpeg,8864.0,1522.0,-398.0,1
1.6461488663681037e+18,frame_1268.jpeg,8969.0,1506.0,-434.0,1
1.6461488664127066e+18,frame_1269.jpeg,7624.0,700.0,-625.0,1
1.6461488664676152e+18,frame_1270.jpeg,7556.0,-77.0,-1307.0,1
1.6461488665149038e+18,frame_1271.jpeg,5596.0,-2314.0,-2124.0,1
1.6461488665677158e+18,frame_1272.jpeg,7425.0,-1564.0,-3783.0,1
1.646148866617997e+18,frame_1273.jpeg,7309.0,-2158.0,-2965.0,1
1.6461488666702853e+18,frame_1274.jpeg,6684.0,-2325.0,-3072.0,1
1.6461488667131727e+18,frame_1275.jpeg,6495.0,-2225.0,-3239.0,1
1.646148866767779e+18,frame_1276.jpeg,6445.0,-2751.0,-3539.0,1
1.6461488668174484e+18,frame_1277.jpeg,7473.0,-2072.0,-2978.0,1
1.646148866867076e+18,frame_1278.jpeg,7518.0,-2347.0,-3051.0,1
1.6461488669146463e+18,frame_1279.jpeg,7571.0,-1798.0,-3072.0,1
1.646148866967099e+18,frame_1280.jpeg,6972.0,-2034.0,-2972.0,1
1.6461488670185324e+18,frame_1281.jpeg,6965.0,-1382.0,-3009.0,1
1.6461488670680412e+18,frame_1282.jpeg,7275.0,-1430.0,-2555.0,1
1.6461488671143992e+18,frame_1283.jpeg,5560.0,-1032.0,-3258.0,1
1.6461488671661916e+18,frame_1284.jpeg,6161.0,-1076.0,-3105.0,1
1.6461488672189821e+18,frame_1285.jpeg,6512.0,-746.0,-2808.0,1
1.6461488672680156e+18,frame_1286.jpeg,7140.0,-724.0,-2711.0,1
1.6461488673141617e+18,frame_1287.jpeg,7429.0,-330.0,-1494.0,1
1.6461488673677402e+18,frame_1288.jpeg,8094.0,336.0,-1572.0,1
1.6461488674129907e+18,frame_1289.jpeg,10156.0,1554.0,-1574.0,1
1.6461488674654241e+18,frame_1290.jpeg,9740.0,1930.0,502.0,1
1.6461488675126236e+18,frame_1291.jpeg,8617.0,1296.0,-1868.0,1
1.6461488675677435e+18,frame_1292.jpeg,6667.0,1942.0,-971.0,1
1.646148867615912e+18,frame_1293.jpeg,6291.0,2097.0,-1206.0,1
1.6461488676656312e+18,frame_1294.jpeg,6449.0,2119.0,-921.0,1
1.6461488677153523e+18,frame_1295.jpeg,5769.0,1404.0,-1281.0,1
1.6461488677682744e+18,frame_1296.jpeg,5129.0,825.0,-4671.0,1
1.646148867813169e+18,frame_1297.jpeg,5959.0,1257.0,-6700.0,1
1.6461488678661094e+18,frame_1298.jpeg,6905.0,1151.0,-3907.0,1
1.6461488679178642e+18,frame_1299.jpeg,5334.0,2873.0,-4892.0,1
1.646148867968452e+18,frame_1300.jpeg,2947.0,4238.0,-7980.0,1
1.6461488680183652e+18,frame_1301.jpeg,2410.0,5602.0,-8881.0,1
1.6461488680622769e+18,frame_1302.jpeg,6921.0,7740.0,-11625.0,1
1.6461488680890086e+18,frame_1303.jpeg,6475.0,7391.0,-11615.0,1
1.6461488681581778e+18,frame_1304.jpeg,5607.0,7098.0,-11427.0,1
1.6461488682036093e+18,frame_1305.jpeg,4613.0,6618.0,-10917.0,1
1.6461488682723436e+18,frame_1306.jpeg,2794.0,5519.0,-9559.0,1
