timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, HANDOVER_LEFT
1.6461490363785912e+18,frame_4664.jpeg,6875.0,-2160.0,-1416.0,1
1.6461490364283205e+18,frame_4665.jpeg,7291.0,-1878.0,-1389.0,1
1.6461490364794614e+18,frame_4666.jpeg,7068.0,-2376.0,-1323.0,1
1.6461490365236867e+18,frame_4667.jpeg,5965.0,-2877.0,-1219.0,1
1.646149036579688e+18,frame_4668.jpeg,6948.0,-2104.0,-2319.0,1
1.6461490366244367e+18,frame_4669.jpeg,7154.0,-1942.0,-2310.0,1
1.6461490366793334e+18,frame_4670.jpeg,7231.0,-883.0,-2918.0,1
1.6461490367249298e+18,frame_4671.jpeg,8529.0,-574.0,-3176.0,1
1.646149036777824e+18,frame_4672.jpeg,7857.0,-1171.0,-2508.0,1
1.6461490368325192e+18,frame_4673.jpeg,8142.0,-252.0,-3338.0,1
1.6461490368783432e+18,frame_4674.jpeg,8369.0,-366.0,-3049.0,1
1.6461490369285924e+18,frame_4675.jpeg,7765.0,-373.0,-2948.0,1
1.6461490369786685e+18,frame_4676.jpeg,7370.0,-561.0,-3079.0,1
1.6461490370301148e+18,frame_4677.jpeg,6537.0,-816.0,-3844.0,1
1.6461490370768794e+18,frame_4678.jpeg,6596.0,-779.0,-4147.0,1
1.6461490371294244e+18,frame_4679.jpeg,7894.0,-356.0,-3436.0,1
1.6461490371787482e+18,frame_4680.jpeg,7186.0,-534.0,-2722.0,1
1.6461490372301862e+18,frame_4681.jpeg,7447.0,-691.0,-2101.0,1
1.646149037278192e+18,frame_4682.jpeg,7578.0,-703.0,-2357.0,1
1.6461490373307776e+18,frame_4683.jpeg,7682.0,-717.0,-2235.0,1
1.646149037378217e+18,frame_4684.jpeg,8106.0,-512.0,-2115.0,1
1.646149037433193e+18,frame_4685.jpeg,7741.0,-631.0,-2266.0,1
1.6461490374760804e+18,frame_4686.jpeg,7982.0,-898.0,-1945.0,1
1.6461490375324933e+18,frame_4687.jpeg,8075.0,-773.0,-1990.0,1
1.6461490375780178e+18,frame_4688.jpeg,7058.0,-1530.0,-1945.0,1
1.64614903762699e+18,frame_4689.jpeg,7497.0,-1501.0,-1802.0,1
1.6461490376766828e+18,frame_4690.jpeg,7904.0,-1464.0,-1844.0,1
1.6461490377319588e+18,frame_4691.jpeg,8031.0,-1201.0,-1708.0,1
1.6461490377760415e+18,frame_4692.jpeg,7698.0,-1338.0,-1966.0,1
1.6461490378319667e+18,frame_4693.jpeg,7446.0,-1593.0,-1985.0,1
1.6461490378756488e+18,frame_4694.jpeg,7263.0,-1765.0,-2144.0,1
1.6461490379318298e+18,frame_4695.jpeg,7598.0,-1724.0,-2050.0,1
1.646149037980689e+18,frame_4696.jpeg,7320.0,-1881.0,-2315.0,1
1.646149038032473e+18,frame_4697.jpeg,7422.0,-2023.0,-2230.0,1
1.6461490380770478e+18,frame_4698.jpeg,7743.0,-1872.0,-2348.0,1
1.6461490381319306e+18,frame_4699.jpeg,7096.0,-2259.0,-2243.0,1
1.6461490381803092e+18,frame_4700.jpeg,7258.0,-2271.0,-2397.0,1
1.646149038227185e+18,frame_4701.jpeg,7118.0,-2377.0,-2448.0,1
