timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, DELIVERY_BIMANUAL
1.646148823961255e+18,frame_421.jpeg,10240.0,2052.0,-5438.0,1
1.6461488240114772e+18,frame_422.jpeg,5911.0,-954.0,-3792.0,1
1.646148824066727e+18,frame_423.jpeg,3569.0,-1685.0,-903.0,1
1.6461488241142344e+18,frame_424.jpeg,1403.0,-2890.0,388.0,1
1.6461488241653924e+18,frame_425.jpeg,1068.0,-1310.0,-1279.0,1
1.646148824211916e+18,frame_426.jpeg,535.0,-351.0,-4169.0,1
1.6461488242644216e+18,frame_427.jpeg,-492.0,-777.0,-5302.0,1
1.6461488243103767e+18,frame_428.jpeg,-936.0,-182.0,-6384.0,1
1.6461488243646108e+18,frame_429.jpeg,-2031.0,-1361.0,-8002.0,1
1.6461488244129667e+18,frame_430.jpeg,-2380.0,-1979.0,-9021.0,1
1.646148824464813e+18,frame_431.jpeg,-2594.0,-2492.0,-8390.0,1
1.6461488245103762e+18,frame_432.jpeg,-2628.0,-3189.0,-7178.0,1
1.6461488245664722e+18,frame_433.jpeg,-3291.0,-3259.0,-6735.0,1
1.6461488246106683e+18,frame_434.jpeg,-2224.0,-3002.0,-6780.0,1
1.646148824664941e+18,frame_435.jpeg,-1881.0,-3046.0,-7071.0,1
1.6461488247108216e+18,frame_436.jpeg,-874.0,-2389.0,-7250.0,1
1.6461488247613514e+18,frame_437.jpeg,-610.0,-2313.0,-7556.0,1
1.6461488248093025e+18,frame_438.jpeg,-247.0,-2115.0,-7672.0,1
1.6461488248639695e+18,frame_439.jpeg,-261.0,-2334.0,-7352.0,1
1.6461488249098214e+18,frame_440.jpeg,-296.0,-2281.0,-7271.0,1
1.6461488249608847e+18,frame_441.jpeg,233.0,-2320.0,-7276.0,1
1.6461488250084032e+18,frame_442.jpeg,890.0,-2455.0,-7857.0,1
1.6461488250606715e+18,frame_443.jpeg,1750.0,-2226.0,-7913.0,1
1.6461488251090606e+18,frame_444.jpeg,1663.0,-2320.0,-7586.0,1
1.6461488251623936e+18,frame_445.jpeg,3089.0,-1801.0,-7013.0,1
1.6461488252139633e+18,frame_446.jpeg,3363.0,-2597.0,-6539.0,1
1.6461488252615347e+18,frame_447.jpeg,1840.0,-3157.0,-6240.0,1
1.646148825314409e+18,frame_448.jpeg,-1094.0,-3472.0,-7935.0,1
1.646148825364548e+18,frame_449.jpeg,-1260.0,-3949.0,-8260.0,1
1.6461488254176712e+18,frame_450.jpeg,-955.0,-2980.0,-7797.0,1
1.6461488254619164e+18,frame_451.jpeg,-1409.0,-2603.0,-7428.0,1
1.6461488255141663e+18,frame_452.jpeg,-1859.0,-2409.0,-7110.0,1
1.6461488255647606e+18,frame_453.jpeg,-2353.0,-2008.0,-7423.0,1
1.6461488256150239e+18,frame_454.jpeg,-1341.0,-1415.0,-7960.0,1
1.6461488256661837e+18,frame_455.jpeg,-901.0,-1197.0,-7836.0,1
1.6461488257144812e+18,frame_456.jpeg,-68.0,-859.0,-7327.0,1
1.6461488257624832e+18,frame_457.jpeg,-729.0,-986.0,-7817.0,1
1.6461488258175777e+18,frame_458.jpeg,-360.0,-1046.0,-7929.0,1
1.6461488258636895e+18,frame_459.jpeg,-830.0,-1321.0,-7979.0,1
1.6461488259136955e+18,frame_460.jpeg,-448.0,-1463.0,-8022.0,1
1.6461488259625846e+18,frame_461.jpeg,-357.0,-1670.0,-8128.0,1
1.646148826013122e+18,frame_462.jpeg,-614.0,-1630.0,-7785.0,1
1.6461488260636244e+18,frame_463.jpeg,-383.0,-1405.0,-7907.0,1
1.6461488261137124e+18,frame_464.jpeg,-166.0,-1414.0,-7983.0,1
